Loc2_CornyCholmc2_00000	#Cmowy l#es.
Loc2_Kulow2_00045	Nochcu, zo so rozhn#ewa!
Loc2_Kulow2_00046	Njok, a#z se rozgori!
Loc2_Kulow2_00048	Nochcu, zo so rozhn#ewa!
Loc2_Kulow2_00049	Njok, a#z se rozgori!
Loc2_Kulow2_00051	To nochcu zapali#c!
Loc2_Kulow2_00052	To njok zapali#y!
Loc2_Kulow2_00054	Potom so b#orze cy#la wjes pali!
Loc2_Kulow2_00055	Potom se skoro ce#la wjas pali!
Loc2_Kulow2_00057	Ta ryba tu ni#ko pyta#c nima.
Loc2_Kulow2_00058	Ta ryba how nic pyta#y njama.
Loc2_Kulow2_00060	#Sto ma#ce na p#reda#n?
Loc2_Kulow2_00061	Muku?! Hd#de da#ce zorno ml#e#c?
Loc2_Kulow2_00062	Zwotkel p#ri#nd#de#ce?
Loc2_Kulow2_00063	To s#ce jako wojak zaw#es#ce wjele hr#ozbneho wid#da#l?
Loc2_Kulow2_00064	W kotrej k#on#kinje s#ce to wojowa#l?
Loc2_Kulow2_00065	Ach, ni#ko - sym so myli#l.
Loc2_Kulow2_00066	D#dakuju so. Ja sej hi#s#ce druhe budki wobhladam.
Loc2_Kulow2_00067	Co ma#yo na p#yeda#n?
Loc2_Kulow2_00068	Muku? #Do dajo#yo zernka mla#y?
Loc2_Kulow2_00069	Wotkul p#yi#do#yo?
Loc2_Kulow2_00070	To s#co ako wojak zaw#es#ce wjele groznego wi#deli?
Loc2_Kulow2_00071	W kotarem kraju ga s#co wojowali?
Loc2_Kulow2_00072	Ach nic - som se moli#l.
Loc2_Kulow2_00073	#D#ekuju se. Ja se hy#s#ci druge budki wobgl#edajom.
Loc2_Kulow2_00081	Muku, zorno, jah#ly - w#sitko, #sto#z je za #ziwjenje tr#ebne.
Loc2_Kulow2_00082	Muku, #zyto, jag#ly - w#sykno, co#z jo za #zywjenje tr#ebne.
Loc2_Kulow2_00084	Ja muku te#z jeno#z pola druheho wikowarja nakupuju. Zorno pochad#da z Pruskeje.
Loc2_Kulow2_00085	Ja muku teke jano pla drugego wikowarja nakupuju. #Zyto pochada z P#suskeje.
Loc2_Kulow2_00087	Sym stary wojak. Domiznu nimam a tu#z so w#sud#de doma #kuju, hd#de#z sw#oj k#lobuk p#ojsnu.
Loc2_Kulow2_00088	Som stary wojak. Domownju mjamam a to#y se w#su#di doma cuju, #do#z swoj k#lobyk powjesyjom.
Loc2_Kulow2_00090	Ach h#ol#ke! #Sto m#eni#s, #sto tajki wojak #kini? M#er zachowace naprawy?
Loc2_Kulow2_00091	Ach golack, co m#eni#s, co taki wojak cyni. M#er wobchowa#y?
Loc2_Kulow2_00093	Moja poslednja bitwa b#e 1683. B#ech tehdy wojak pod kurwjerchom Janom Jurjom III.
Loc2_Kulow2_00094	Moja sl#edna bitwa jo 1683 by#la. Som tencas wojak pod kurwjerchom Janom Jurjom III. by#l.
Loc2_Kulow2_00096	Turkojo stejachu p#red Wienom - to je w Rakuskej - a my wojowachmy w zwjaskarstwje z w#ojskom p#olskeho krala Jana Sobieskeho.
Loc2_Kulow2_00097	Turki su p#yed Wienom stojali - to jo w Awstriskej - a my smy w zw#ezkarstwje z wojskom polskego krala Jana Sobieskego wojowali.
Loc2_Kulow2_00099	Horca b#e to bitwa - ale smy dobyli. Na tutu bitwu dopominatej moja falowaca ruka
Loc2_Kulow2_00100	Paleca to bitwa - ale smy dobyli. Na tu bitwu dopominatej moja felujuca ruka
Loc2_Kulow2_00102	a tak mjenowana #fTurkowska Studnja#F p#red hrodom w Drje#zd#danach.
Loc2_Kulow2_00103	a tak pomjenjona #fTurkojska studnja#F p#yed grodom w Drje#zd#danach.
Loc2_Kulow2_00105	Puh, su to woprawd#de #kerstwe ryby?
Loc2_Kulow2_00106	Tu smjerd#di za starymi rybami.
Loc2_Kulow2_00107	Wud#derjo p#ri Jitkowskim ha#ce m#enjachu, zo l#etsa wjele rybow njeje.
Loc2_Kulow2_00108	Ach, ni#ko - sym so myli#l.
Loc2_Kulow2_00109	D#dakuju so. Ja sej hi#s#ce druhe budki wobhladam.
Loc2_Kulow2_00110	Puh, su to nap#sawdu fry#sne ryby?
Loc2_Kulow2_00111	Tu smjer#di za starymi rybami.
Loc2_Kulow2_00112	Wu#darje p#yi Jitkojskem ga#ye su m#enili, a#z l#etosa wjele rybow njejo.
Loc2_Kulow2_00113	Ach, nic - som se moli#l.
Loc2_Kulow2_00114	#D#ekuju se. Ja se hy#s#ci druge budki wobgl#edam.
Loc2_Kulow2_00120	W#ezo! Ja mam jeno#z #kerstwe ryby. #Sto ma to r#eka#c?
Loc2_Kulow2_00121	Se w#e! Ja mam jano fry#sne ryby. Co ma to groni#y?
Loc2_Kulow2_00123	To mi tola #kerstwe p#redaj. L#etsa jich telko njeje.
Loc2_Kulow2_00124	To m#e tola fry#sne p#yedaj. L#etosa jich teliko njejo.
Loc2_Kulow2_00126	Ach, to w#eri#s? #Ci chced#da jeno#z wjace kro#sikow za swoje #supiznate zw#erjata.
Loc2_Kulow2_00127	Ach, to w#eri#s? Woni k#y#e jano w#ecej kro#sykow za swoje spjerchlinate zw#erjeta.
Loc2_Kulow2_00129	Tohodla pow#edaja lud#dom, a te#z mi, tajke blady. Ale jeli ma#s rybu na p#reda#n - ja #ci ju rady wotkupju.
Loc2_Kulow2_00130	Togodla pow#edaju lu#dam, a teke m#e, take baje. Ale ga#z ma#s rybu na p#yeda#n - ja #yi ju rad wotkupijom.
Loc2_Mertens2_00000	Tak s#luchaj, Krabato! Pow#edam #ci wo knize, kotra#z njeje so #zenje z na#sich h#lowow zminy#la, kotra#z je poprawom jeno#z legenda, powostank dawnych #kasow, duch swobody.
Loc2_Mertens2_00001	Tak s#luchaj, Krabat! Wulicuju #yi wo knig#lach, kotare#z se njejsu #zednje z na#sych g#lowow minuli, kotare#z su pop#sawem jano legenda, zbytk dawnych casow - duch lichoty.
Loc2_Mertens2_00003	Stari mjenowachu knihu jeno#z KORAKTOR. #Sto je stawizna tuteje m#ocneje knihi?
Loc2_Mertens2_00004	Stare su pomjenili knig#ly jano KORAKTOR. Kake su t#sojenja tych mocnych knig#low?
Loc2_Mertens2_00006	Po swojim zasydlenju mjez W#odru a #Lobjom w 6. l#etstotku zapo#kachu serbske splahi ze susodami wikowa#c. Njeb#echu pak to jeno#z Saksojo, Frankojo abo Duringojo. Do na#sich k#on#kinow wjed#dechu te#z wikowanske dr#ohi z Bycanca a arabskich krajow. Po tutych pu#cach je pje#ka te#z Koraktor Mil#kanam do rukow p#ri#so#l.
Loc2_Mertens2_00007	Po swojom zasedlenju mjazy Odru a #Lobjom w 6. stol#e#yu su serbske rody zachopili ze susedami wikowa#y. Njejsu pak to jano Sakse, Franki abo Duringi byli. Do na#sogo kraja su wjadli teke wikowa#nske drogi z Bycanca a arabskich krajow. Zaw#es#ce su Milcany po tej droze Koraktor do rukow dostali.
Loc2_Mertens2_00009	Koraktor je #korna kniha z b#e#lymi pismikami. Su pak to h#lownje rysowanki, kotre#z kuz#larske #kinki wopisuja. Zamo#lwity za knihu b#e p#reco star#si abo nawoda splaha. W#on p#repoda knihu p#richodnej generaciji.
Loc2_Mertens2_00010	Koraktor su carne knig#ly z b#e#lymi pismikami. Su pak to g#lownje kreslanki, kotare#z guslowanja wopisuju. Zagronity za knig#ly jo by#l p#yecej star#sy abo wjednik roda. Won jo p#yepodawa#l knig#ly p#yiducej generaciji.
Loc2_Mertens2_00012	Srjed#d 8. l#etstotka b#e z m#erom k#onc. Zam#er frankskeho kej#zora Korle Wulkeho b#e#se pod#cisnjenje zapadnych k#on#kinow S#lowjanow. Spo#katne spje#cowanja p#ri zapadnej hranicy buchu b#orze zlemjene, a w#ojska kej#zora wle#kechu so dale a dale do wuchoda.
Loc2_Mertens2_00013	Srjej#d 8. stol#e#ya jo by#lo z m#erom ko#nc. Zam#er frankskego kej#zora Karla Wjelikego jo by#lo pod#yisnjenje podwjacornych stronow S#lowjanow. Zachopne wobaranja p#yi podwjacornej granicy su se skoro z#lamali, a wojska kej#zora su se wlakli dalej a dalej do podzajt#sa.
Loc2_Mertens2_00015	Spo#katk 10. l#etstotka b#echu potom te#z hrod#di#s#ca Mil#kanow wohro#zene, a cuzy wojacy dobywachu dale a hus#ci#so tute njerune boje.
Loc2_Mertens2_00016	Zachopje#nk 10. stol#e#ya su byli potom teke gro#di#s#ca Milcanow wobgrozone, a cuze wojaki su dobywali dalej a ces#cej te njerowne bitwy.
Loc2_Mertens2_00018	W l#e#ce 939 da markhrabja Gero na les#ciwe wa#snje 30 s#lowjanskich wjerchow zamordowa#c. D#densa wobhladujemy tute l#eto jako spo#katk k#onca. Jednota zapadnych S#lowjanow b#e#se so dosk#on#knje z#lama#la, a pod s#c#ehami pod#cisnjenja a wotwisnos#ce te#z ty d#densa hi#s#ce #cerpi#s, Krabato.
Loc2_Mertens2_00019	W l#e#ye 939 jo da#l markgroba Gero las#ciwje 30 s#lowja#nskich wjerchow zamordowa#y. #Dinsa wobgl#edujomy to l#eto ako zachopje#nk ko#nca. Jadnota podwjacornych S#lowjanow jo by#la doko#ncnje z#lamana, a pod sl#edami pod#yisnjenja a wotwisnos#ci teke ty #dinsa hy#s#ci #yerpi#s, Krabat.
Loc2_Mertens2_00021	Ach haj, n#etko sym cyle na Koraktor zaby#l. Na#su knihu chowachu w podzemskej swjatnicy - snano samo na jednym hrod#di#s#cu, zo njeby kniha do wopa#knych rukow p#ri#s#la.
Loc2_Mertens2_00022	Ach jo, n#ento som ce#lo na koraktor zaby#l. na#se knig#ly su w podzemskej sw#etnicy chowali - sna#d samo na jadnom gro#di#s#cu, aby knig#ly do wopacnych rukow njep#yi#sli.
Loc2_Mertens2_00024	#Kehodla n#etko zaso w swjatnicy? Serbske abo scy#la s#lowjanske splahi njew#erjachu jeno#z do jednoho boha, ka#z to k#res#can #kini. Na#si prjedownicy w#erjachu do w#selakich bohow, a po w#s#em serbskim kraju b#echu swjatnicy rozbrojene. Su to potajkim m#estna, hd#de#z lud woprowa#se a bohow pro#se#se.
Loc2_Mertens2_00025	Cogodla w sw#etnicy? Serbske abo sce#lego s#lowja#nske rody njejsu jano do jadnogo boga w#erili, ako to k#yes#cijan cyni. Na#se pr#edowniki su w#erili do w#sakorakich bogow, a po ce#lem serbskem kraju su sw#etnice rozbrojone byli. Su to potakem m#estna, #do#z lud jo bogam woprowa#l a bogow p#sosy#l.
Loc2_Mertens2_00027	Hd#de tuta swjatnica je, to dok#ladnje njew#em - ale eksistuje klu#k k tajnej rumnos#ci. Stej to karta a klu#k w jednym. Wjace #ci njem#o#zu n#etko praji#c. Ale pra#sej so tola knjeza fararja w Kulowje. Tam je pod cyrkwju stwi#kka, hd#de#z stare spisy chowaja.
Loc2_Mertens2_00028	#Do ta sw#etnica jo, to dokradnje njew#em - ale eksist#erujo kluc k potajmnej rumnos#ci. Stej to korta a kluc w jadnom. W#ecej #yi njamogu n#ento groni#y. Ale p#sa#saj se ga kn#eza fararja w Kulowje. Tam jo pod cerkwju #ypicka, #do#z stare spise chowaju.
Loc2_Mertens2_00030	Ow, Krabato, witam #ce! M#lynk hi#s#ce d#densa rjeji a bjaka, hdy#z jeno#z twoje mjeno zas#ly#si. Nimo toho ma zaso m#lodu k#o#kku. Stara je bohu#zel do m#lynskeho ko#la padny#la.
Loc2_Mertens2_00031	Ow, Krabat, ja #yi witam! M#lynik se #dinsa hy#s#ci #derjo a bjaka, ga#z jano twojo m#e zas#ly#sy. Mimo togo ma zasej m#lodu kocku. Stara jo bo#zko do m#ly#nskego kolasa padnu#la.
Loc2_Mertens2_00033	M#erny hat.
Loc2_Mertens2_00034	M#erny gat.
Loc2_Mertens2_00036	N#etko je nazyma! Njem#o#zu p#reco do k#o#zdeho hata sko#ki#c, kotry#z po pu#cu wid#du.
Loc2_Mertens2_00037	N#ent jo nazyma! Njamogu p#yecej do ku#zdego gata skocy#s, kotary#z po droze wi#dim.
Loc2_Mertens2_00039	Tu nochcu wud#di#c.
Loc2_Mertens2_00040	How njok wu#di#s.
Loc2_Mertens2_00042	W#odny mu#zo?! - Sy to woprawd#de?
Loc2_Mertens2_00043	Ty tola wjele wid#di#s a s#ly#si#s - h#l#odny mu#zo.
Loc2_Mertens2_00044	Haj, ja sym Krabat z Jitka.
Loc2_Mertens2_00045	Haj, pytam kuz#larsku knihu. Ale zwotkel...
Loc2_Mertens2_00046	M#o#ze#s ty mi pomha#c?
Loc2_Mertens2_00047	W#odny mu#zo, m#o#ze#s stawiznu wo Koraktoru wospjetowa#c?
Loc2_Mertens2_00048	Huch, n#etko pak skoku pre#k.
Loc2_Mertens2_00049	D#dakuju so za rozmo#lwu.
Loc2_Mertens2_00050	Wodny mu#z? Sy to nap#sawdu?
Loc2_Mertens2_00051	Ty ga wjele wi#di#s a s#ly#sy#s - g#lodny mu#z.
Loc2_Mertens2_00052	Jo, ja som Krabat z Jitka.
Loc2_Mertens2_00053	Jo, pytam guslowarske knig#ly. Ale...
Loc2_Mertens2_00054	Mo#zo#s ty m#e pomaga#y?
Loc2_Mertens2_00055	Wodny mu#z, mo#zo#s t#sojenje wo Koraktorje wospjetowa#y?
Loc2_Mertens2_00056	Huch, n#ento pak malsnje p#sec.
Loc2_Mertens2_00057	#D#ekuju se za rozgrono.
Loc2_Mertens2_00066	W#ezo. #St#o hewak? P#ostniski kostim to hi#s#ce by#c njem#o#ze a pro#su, nje#cahaj mje za wu#si, zo by to p#repruwowa#l!
Loc2_Mertens2_00067	Se w#e. Chto howac? Zapustojski kostim to hy#s#ci by#y njamo#zo a p#sosym, nje#y#e#n m#e za wu#sy, aby to wuprobowa#l!
Loc2_Mertens2_00069	Hej, wy tam wonka! Sym hi#s#ce syty wot sn#edanje. Ja njejsym #fh#l#odny mu#z#F ale #fw#odny mu#z#F.
Loc2_Mertens2_00070	Hej, wy tam wence! Som hy#s#ci naj#e#zony wot sn#edanja. Ja njejsom #fg#lodny mu#z#F ale #fwodny mu#z#F.
Loc2_Mertens2_00072	Ja w#em! A ty pyta#s kuz#larsku knihu.
Loc2_Mertens2_00073	Ja w#em! A ty pyta#s guslowarske knig#ly.
Loc2_Mertens2_00075	Krabato, na#sa #Lu#zica je po#lna toho elementa, w kotrym#z so doma #kuju.
Loc2_Mertens2_00076	Krabat, na#sa #Lu#zyca jo po#lna togo elementa, w kotarem#z se doma cuju.
Loc2_Mertens2_00078	Ja sym tola runje tajka w#cipna J#ewa ka#z ty - a sym #ce trochu wobked#dbowa#l.
Loc2_Mertens2_00079	Ja ga som rowno taka narska #yiba ako ty - a wodny mu#z jo t#sochu na tebje gl#eda#l.
Loc2_Mertens2_00081	W#ezo #ci pomham. #St#o#z #Kertowski m#lyn p#re#ziwi, ma snano kmanos#ce, knihu namaka#c.
Loc2_Mertens2_00082	Se w#e, a#z #yi pomagam. Chto#z Cartojski m#lyn p#ye#zywi, ma sna#d teke zamo#znos#ci knig#ly namaka#y.
Loc2_Mertens2_00084	W#ezo, Krabato, s#luchaj:
Loc2_Mertens2_00085	Se w#e, Krabat, s#luchaj:
Loc2_Mertens2_00087	Wboha k#o#kka! Nimaja k#o#kki 9 #ziwjenjow?
Loc2_Mertens2_00088	Zaw#es#ce je m#lynk na ko#kej smjer#ci wina.
Loc2_Mertens2_00089	Sym w m#lynje wo m#ocnej, kuz#larskej knize s#ly#sa#l.
Loc2_Mertens2_00090	W#odny mu#zo, m#o#ze#s stawiznu wo Koraktoru wospjetowa#c?
Loc2_Mertens2_00091	Sym so myli#l.
Loc2_Mertens2_00092	B#orze so wr#o#cu, bo#zemje.
Loc2_Mertens2_00093	Boga kocka! Njamaju kocki 9 #zywjenjow?
Loc2_Mertens2_00094	Zaw#es#ce jo m#lynik na koccynej smjer#yi wina.
Loc2_Mertens2_00095	Som w m#lynje wo mocnych, guslowarskich knig#lach s#ly#sa#l.
Loc2_Mertens2_00096	Wodny mu#z, mo#zo#s t#sojenje wo Koraktorje wospjetowa#s?
Loc2_Mertens2_00097	Som se moli#l.
Loc2_Mertens2_00098	Skoro se wro#yim, na zasejwi#denje.
Loc2_Mertens2_00105	W#ezo maja k#o#kki 9 #ziwjenjow. Ale ta luba m#eje#se hi#zo wosom pospytow.
Loc2_Mertens2_00106	Se w#e, a#z maju kocki 9 #zywjenjow. Ale ta luba jo ju#zo 8 #zywjenjow zgubi#la.
Loc2_Mertens2_00108	To nicht#o tak prawje njew#e. #Kehodla sy so poprawom wr#o#ci#l?
Loc2_Mertens2_00109	To nichten tak p#sawje njew#e. Cogodla sy se pop#sawem wro#yi#l?
Loc2_Mertens2_00111	Twoje pra#senje sym n#ekak p#redwid#da#l. N#o haj, #st#o#z #Kertowski m#lyn p#re#ziwi, ma snano kmanos#ce, knihu namaka#c.
Loc2_Mertens2_00112	Na twojo p#sa#sanje som ju#zo caka#l. No jo, chto#z Cartojski m#lyn p#ye#zywi, ma sna#d te zamo#znos#ci.
Loc2_Mertens2_00114	W#ezo, Krabato, s#luchaj:
Loc2_Mertens2_00115	Se w#e, Krabat, s#luchaj:
Loc2_Mertens2_00117	N#e, tutu rysowanku hi#s#ce wid#da#l njejsym. #Sto na#s knjez farar takle w#sitko pod Kulowskej cyrkwju namaka. Rjane serbske knihi chowaja so tam p#red pazorami Prusow, kot#ri#z chced#da na#su r#e#k wutupi#c.
Loc2_Mertens2_00118	N#e, tu kreslanku hy#s#ci wi#de#l njejsom. Co na#s kn#ez fara#x tak w#sykno namakajo pod Kulojskeju cerkwju. R#edne serbske knig#ly se tam chowaju p#yed pazorami P#susow, kotare#z k#y#e serbsku r#ec wutama#y.
Loc2_Mertens2_00120	Farar m#enje#se, zo je tuta #skla klu#k ke Koraktorej.
Loc2_Mertens2_00121	Fara#x jo m#eni#l, a#z jo ta #skla kluc ku Koraktoroju.
Loc2_Mertens2_00123	W#ezo, w#ezo. M#oj prad#d#ed b#e#se tehdy #ziwy. W#on b#e dobry p#re#cel nawody Mil#kanow. T#on m#eje#se hustohdy tajku #skli#kku p#ri sebi a na nju ch#etro ked#dbowa#se. B#e#se to mjenujcy jeni#kki d#d#el, kotry#z sm#ed#de#se so ze swjatnicy won njes#c. Tutu #sklu py#sachu zadypane ornamenty, kotre#z te#z m#estno swjatnicy p#rerad#dachu.
Loc2_Mertens2_00124	Se w#e, se w#e. Stary nan mojogo starego nana jo by#l tegdy #zywy. Won jo by#l dobry p#yija#yel wjednika Milcanow. Ten jo m#e#l cesto dos#c taku ma#lu #sklu p#yi sebje a na nju jo bejnje gl#eda#l. Jo ga to ten #d#el, kotary#z jo se sm#e#l ze sw#etnice wunjas#c. Ta #skla jo by#la wupy#snjona z wud#lypanymi ornamentami, kotare#z su teke m#estno sw#etnice p#yera#dili.
Loc2_Mertens2_00126	Hd#de pak je tuta woporna #skla zwosta#la?
Loc2_Mertens2_00127	#Do pak jo ta woporna #skla wosta#la?
Loc2_Mertens2_00129	P#ri nadpad#de kralowskich abo kej#zorskich w#ojskow je do rukow cuzych wojakow p#ri#s#la. Woni w#sako njew#ed#dachu, #sto symbolizuje. #Skla zhubi so do n#ekajkeho pok#ladni#s#ca knje#zka a m#enje#se n#ekotre razy wobsed#derja.
Loc2_Mertens2_00130	P#yi nadpa#de kralojskich abo kej#zorskich wojskow jo do rukow cuzych wojakow p#yi#s#la. Woni w#sak njejsu w#e#deli, co wona symboliz#erujo. #Skla jo se zgubi#la do n#ekakeje komory pok#ladow kn#e#zka a jo m#eni#la n#ekotare raze wobsej#darja.
Loc2_Mertens2_00132	To klin#ki, jako by w#ed#da#l, hd#de woporna #skla tuchwilu je?
Loc2_Mertens2_00133	To klincy, ako by w#e#de#l, #do woporna #skla n#ent jo.
Loc2_Mertens2_00135	Haj, sy derje pos#lucha#l. P#red n#ehd#de l#etstotkom sed#dach w kor#kmje - a to w sakskej stolicy - w Drje#zd#danach. Dobre winko tam maja, to #ci #zo#ldk poskakuje! Za blidom sed#de#se mu#z, n#ekajki #k#lowjek z kralowskeho hroda, ki#z m#eje#se wulke lis#ciny.
Loc2_Mertens2_00136	Jo, sy derje s#lucha#l. P#yed n#e#di stol#e#yim smy sej#deli w kjarcmje - a to w sakskej stolicy - w Drje#zd#danach. Dobre wino tam maju, to se magan wjaseli! Za blidom jo sej#de#l mu#z, n#ekaki sobu#d#e#la#yer kralojskego groda a ten jo m#e#l wjelike lis#ciny.
Loc2_Mertens2_00138	Smy porjadnje pili, a po chwilce m#o#zach skr#otka do lis#ciny pohladny#c. #Sto tam wuhladach? Tam b#e#se d#d#el droho#cinkow zarysowany a wopisany, kotry#z w pok#ladni#s#cu krala le#zi - mjez druhim te#z #skla.
Loc2_Mertens2_00139	Smy por#ednje pili, a po casu som mog#l skrotka do lis#ciny pogl#ednu#y. A co som tam wi#de#l? Tam jo by#l #d#el drogotkow zakreslony a wopisany, kotary#z w komorje pok#ladow krala la#zy - mjazy nimi teke #skla.
Loc2_Mertens2_00141	$Njeby mi docy#la napadny#la,$ale we wopisanju steje#se:$$pomjenowanje:   woporna #skla (#zelezo)$pochad:   kraj Mil#kanow$staroba:   900 l#et$wosebitos#ce:   wudypane linije a wobrazy - zmys#l njeznaty
Loc2_Mertens2_00142	$Wona m#e njejo doce#lego nadpadnu#la,$ale we wopisanju jo stoja#lo:$$pomjenjowanje:   woporna #skla (#zelezo)$pochad:   Gorna #Lu#zyca$starstwo:   900 l#et$wosebnos#ci:   wud#lypane linije a #srafury - zmys#l njeznaty
Loc2_Mertens2_00144	Potajkim je na#s #fklu#k#F w kralowskim pok#ladni#s#cu. Jednori#seje m#o#znos#ce njeje, abo ...?
Loc2_Mertens2_00145	Potakem jo na#s #fkluc#F w kralojskej komorje pok#ladow. Jadnorjej#seje mo#znos#ci njejo, abo ...?
Loc2_Mertens2_00147	Hdy#z chce#s woprawd#de m#oc Koraktora wobsed#de#c, dyrbi#s so do Drje#zd#dan poda#c. Pra#sej so tam lud#di za Handrijom Zahrodnikom. To je jeni#kki Serb w m#es#ce, kotreho#z znaju a kotry#z bud#de #ci pomha#c.
Loc2_Mertens2_00148	Ga#z co#s nap#sawdu moc Koraktora wu#zywa#y, dej#s do Drje#zd#dan. P#sa#saj se tam lu#di za Handrijom Zagrodnikom. To jo jadnu#kki Serb w m#es#ce, kotarego#z znaju a kotary#z bu#do #yi pomaga#y.
Loc2_Mertens2_00150	A hdy#z jeho zetka#s, potom so jeho wopra#sej, ha#k nima sk#on#knje hrajku za mojeho syna Jakuba hotowu. W#on je mi hi#s#ce n#e#sto do#l#zny.
Loc2_Mertens2_00151	A ga#z jogo zmakajo#s, potom se jogo wop#sa#saj, l#ec njama sko#ncnje grajki za mojogo syna Jakuba gotowe. Won jo m#e hy#s#ci n#eco d#lu#zny.
Loc2_Mertens2_00153	Potajkim Krabato, wjele wjesela w Drje#zd#danach. Ja so n#etko - blub - zminu.
Loc2_Mertens2_00154	Potakem Krabat, wjele wjasela w Drje#zd#danach. Ja se n#ento - blub - minu.
Loc2_Mertens2_00156	Ale w#odny mu#zo, kak scy#la do Drje#zd#dan p#ri#ndu?
Loc2_Mertens2_00157	Ale wodny mu#z, kak sce#lego do Drje#zd#dan p#yidu?
Loc2_Mertens2_00159	Hmm, pre#k b#e ...
Loc2_Mertens2_00160	Hmm, p#sec jo by#l ...
Loc2_Mertens2_00162	P#rew#so zajimawe w#ecy tu s#ly#su, a Krabat hi#zo po sl#edach Koraktora pu#cuje. Derje tak, snano mi z tym d#d#e#lo wotewza.
Loc2_Mertens2_00163	P#yew#so zajmne w#ecy how s#ly#sym. A Krabat ju#zo drogujo po sl#edach Koraktora. Derje tak, sna#d m#e z tym #d#e#lo wotewzejo.
Loc2_Mertens2_00165	Budu jeho wobked#dbowa#c, a hdy#z knihu namaka, potom jeho ... zni#ku ...!
Loc2_Mertens2_00166	Budu jomu sl#edowa#y, a ga#z knig#ly namaka, potom jogo ... znicym ...!
Loc2_Mertens2_00168	Hej, #sto ha n#etko? Ruce pre#k, njes#ly#si#s ... ja ka#kor njejsym ...
Loc2_Mertens2_00169	Hej, co ga n#ento? Ruce p#sec, njes#ly#sy#s ...ja kacor njejsom...
Loc2_Mertens2_00171	Ow, m#oj lubu#sko!
Loc2_Mertens2_00172	Ow, moj lubu#sk!
Loc2_Mertens2_00174	Njejsym tw#oj lubu#sk, ja sym m#lynk z #Kertowskeho m#lyna - syn helskeho djabo#la!
Loc2_Mertens2_00175	Ja njejsom twoj lubu#sk, ja som m#lynik z Cartojskego m#lyna - syn helskego carta!
Loc2_Mertens2_00177	Haj, a woda so hi#zo wari, abo sym hi#zo w heli!?
Loc2_Mertens2_00178	Jo, a woda se ju#zo wari, abo som ju#zo w heli?
Loc2_Mertens2_00180	Pre#k, stare ka#kid#lo! Hdy#z je to hela, by ty na tr#onje sed#da#la a #kertojo bychu roz#c#ekali!!!
Loc2_Mertens2_00181	Zgub se, stara gjargawa! Ga#z jo to hela, by ty na tronje sej#de#la a carty by pakowali!
Loc2_Mlyn2_00000	N#e#sto dnjow pozd#di#so poda so ma#c do #Korneho Cho#lmca. W#so so sta, ka#z b#e Krabat praji#l. Wje#kor steje#se ma#c w #cmowej komorce, a p#red njej sed#de#se dwana#ce rapakow na do#lhej #zerd#di.
Loc2_Mlyn2_00001	N#eco dnjow pozd#dej podajo se mama do Carnego Cho#lmca. W#so jo se sta#lo, ako jo to Krabat groni#l. Wjacor jo stoja#la mama w #yamnej komorce, a p#yed njeju jo sej#de#lo dwanas#co rapakow na d#lujkej #zer#di.
Loc2_Mlyn2_00003	Wuprosy sej wot m#lynka n#e#sto #kasa, zo m#oh#l star#seju wopyta#c.
Loc2_Mlyn2_00004	Wup#sosy se wot m#lynika n#eco lichego casa, aby mog#l starjej#syma wogl#eda#y.
Loc2_Mlyn2_00006	Ka#z hi#zo prajach, Krabato: Namakaj sej najkr#ot#si pu#c domoj!
Loc2_Mlyn2_00007	Nimam rady, hdy#z poddanjo po #Lu#zicy dundaja. To so jeno#z p#rewjele bled#di. Najkr#ot#si pu#c!
Loc2_Mlyn2_00008	Tak ako som ju#zo groni#l, Krabat: Namakaj sebje nejkrot#su drogu domoj!
Loc2_Mlyn2_00009	Najmam rad, ga#z poddane po #Lu#zycy dundaju. To se jano p#yewjele jangli. Nejkrot#su drogu!
Loc2_Mlyn2_00012	W porjadku. Dam #ci chwile, wopytaj star#seju. Ale s#luchaj, Krabato:
Loc2_Mlyn2_00013	W por#edku. Dajom #yi cas, wogl#edaj starjej#syma. Ale Krabat, s#luchaj:
Loc2_Mlyn2_00015	Sm#e#s jeno#z domoj, jeli po najkr#ot#sim pu#cu do Jitka d#de#s. Twoje w#ecy pak wostanu tu!
Loc2_Mlyn2_00016	Sm#ejo#s jano domoj, ga#z po nejkrot#sej droze do Jitka #do#s. Twoje w#ecy pak wostanu how!
Loc2_Mlyn2_00018	A mysli na to: po najkr#ot#sim pu#cu!
Loc2_Mlyn2_00019	A mysli na to: po nejkrot#sej droze!
Loc2_Mlyn2_00021	Ma#c a syn chwata#staj wjeso#laj domoj, ale m#lynk so na Krabata p#rew#so z#lobje#se. W#on b#e#se pytny#l, na kotre wa#snje je jeho h#ol#kec p#reles#ci#l.
Loc2_Mlyn2_00022	Mama a syn stej wjaso#lej domoj chwata#lej, ale m#lynik jo se na Krabata p#yew#so rozgori#l. Won jo za tym p#yi#se#l, na kaki part jo jogo golack p#yelas#ci#l.
Loc2_Mlyn2_00024	Wje#cba je s#l#odka, m#oj luby! Na zasowid#denje - KRABATO!
Loc2_Mlyn2_00025	Poms#c jo s#lodka, moj luby, a to potom, ga#z ju na ko#zy cujo#s! Na zasejwi#denje - KRABAT!
Loc2_Most2_00000	N#e! Ma#c je praji#la, zo dyrbju na swinje ked#dbowa#c.
