Loc2_CornyCholmc2_00002	Ein d#usterer Wald.
Loc1_Doma1_00017	Ich habe sie so dressiert, da#t sie sich selbst h#uten.
Loc1_Doma1_00020	Besser, wenn ich mich jetzt auf den Weg mache!
Loc1_Doma1_00023	Das kann ich nicht mitnehmen!
Loc1_Doma1_00026	Dann falle ich noch rein. N#p, n#p!
Loc1_Doma1_00029	Hallo Krabat !
Loc1_Doma1_00032	Ja, ja. Das war ich !
Loc1_Doma1_00035	Ich lasse sie lieber in Ruhe.
Loc1_Doma1_00038	Krabat!!!!!!!!!!!!!!!!!!!
Loc1_Doma1_00041	Dort unten ist nichts.
Loc1_Doma1_00044	Hier nicht.
Loc1_Doma1_00047	Das lohnt nicht.
Loc1_Doma1_00050	Nein, da#t ist Tierqu#alerei !
Loc1_Doma1_00053	Sie laufen schon nicht weg.
Loc1_Doma1_00056	Das schmeckt ihnen nicht.
Loc1_Doma1_00059	Mutter, ich habe mich entschlossen, auszuwandern!
Loc1_Doma1_00062	Aber Krabat, warum das?
Loc1_Doma1_00065	Wohin willst du denn gehen?
Loc1_Doma1_00080	Die Armut fri#tt uns auf, wir k#pnnen so nicht weiterleben!
Loc1_Doma1_00081	Es gen#ugt nicht, wenn ich nur betteln gehe!
Loc1_Doma1_00082	Aber Mutter! Ich kann doch nicht nur G#anse h#uten!
Loc1_Doma1_00083	Ich habe von der M#uhle geh#prt, wo der M#uller wohnt. Angeblich kann man dort mehr lernen als nur M#ullerei.
Loc1_Doma1_00084	Wenn ich hierbleibe, #andert das doch auch nichts!
Loc1_Doma1_00085	Nichts weiter!
Loc1_Doma1_00086	Gut, dann bleibe ich!
Loc1_Doma1_00089	Und was willst du tun ?
Loc1_Doma1_00092	Niemand wei#t, wo genau die M#uhle ist und es wird$erz#ahlt, da#t dort der Teufel pers#pnlich wohnt !
Loc1_Doma1_00095	Du wei#tt doch, da#t es hier keine Arbeit gibt !
Loc1_Doma1_00098	Krabat ! Du bist doch das einzige, was wir haben !
Loc1_Doma1_00101	Auswandern l#pst das Problem auch nicht !
Loc1_Doma1_00104	Ach, dann geh, Krabat, mit Gottes Segen !
Loc1_Dubring1_00002	Moor aus dem Sumpf.
Loc1_Dubring1_00005	Moor aus dem Sumpf.
Loc1_Dubring1_00008	Ein einzelner Ast.
Loc1_Dubring1_00011	Abgestorbene B#aume. Sehen gespenstisch aus.
Loc1_Dubring1_00014	Es stinkt. Das fasse ich nicht an. Wenn ich in den Sumpf falle, hilft mir niemand.
Loc1_Dubring1_00017	Es stinkt. Das fasse ich nicht an. Wenn ich in den Sumpf falle, hilft mir niemand.
Loc1_Dubring1_00020	So erreiche ich sie nicht.
Loc1_Dubring1_00023	Die erreiche ich nicht.
Loc1_Dubring1_00026	Das brauche ich noch.
Loc1_Dubring1_00029	Das brauche ich noch.
Loc1_Dubring1_00032	Ich bin doch nicht dumm!
Loc1_Dubring1_00035	Ich bin doch nicht dumm!
Loc1_Haty1_00010	Du bist doch nur wegen der Fische hier !
Loc1_Haty1_00011	Ich mu#t mich konzentrieren.
Loc1_Haty1_00012	St#pr mich nicht ! Gerade bei#tt einer.
Loc1_Haty1_00013	Dieses Jahr fange ich den Gr#p#tten !
Loc1_Haty1_00014	Ich kann jetzt nicht mit Dir reden.
Loc1_Haty1_00017	Schilf.
Loc1_Haty1_00020	Schilf.
Loc1_Haty1_00023	Sie haben schon ziemlich viel gefangen.
Loc1_Haty1_00026	Sie haben schon ziemlich viel gefangen.
Loc1_Haty1_00029	Es schaukelt ganz sch#pn.
Loc1_Haty1_00032	Alles ruhig.
Loc1_Haty1_00035	Hier sind aber viele Fische!
Loc1_Haty1_00038	Ja, da k#pnnen sie lange angeln. Sie fangen doch nichts!
Loc1_Haty1_00041	Hm, sie fangen einen Fisch nach dem anderen.
Loc1_Haty1_00044	Na, die ham do den Fisch bestimmt no ni ;-)
Loc1_Haty1_00047	Das erreiche ich nicht !
Loc1_Haty1_00050	Das erreiche ich nicht !
Loc1_Haty1_00053	Finger weg!
Loc1_Haty1_00056	La#t das!
Loc1_Haty1_00059	Fang Dir selber was!
Loc1_Haty1_00062	Hej, das ist unseres!
Loc1_Haty1_00065	Ich sehe das!
Loc1_Haty1_00068	Zum Baden ist mir heute zu kalt.
Loc1_Haty1_00071	Zum Baden ist mir heute zu kalt.
Loc1_Haty1_00074	Jetzt fangen wir den gr#p#tten Fisch!
Loc1_Haty1_00077	La#t uns in Ruhe!
Loc1_Haty1_00080	#Ah, isch brauch niggx von!
Loc1_Haty1_00083	So einen gro#ten Fisch hat noch niemand gefangen.$VIELLEICHT SIND HIER NOCH MEHR FISCHE DRIN!!!
Loc1_Haty1_00086	Heh, Paul, sieh doch mal!
Loc1_Haty1_00089	Donnerkiesel!!! Der Junker hat mir doch versichert, da#t nur noch in diesem Teich Fische sind.
Loc1_Haty1_00092	Willst Du nun den gr#p#tten Fisch fangen oder was? Komm mit.
Loc1_Haty1_00095	So jung und schon so viel Gl#uck!
Loc1_Haty1_00098	Ja, ich wei#t auch nicht. Das ging alles bi#tchen schnell.
Loc1_Haty1_00101	Eigentlich darfst Du hier gar nicht angeln. Das ist der Teich des Junkers. Aber wir sagen es niemandem.
Loc1_Haty1_00104	Versuche Dein Gl#uck doch noch einmal in unserem Teich.
Loc1_Haty1_00107	Ja, wir sehen derweile hier nochmal nach dem Rechten.
Loc1_Haty1_00110	Wenn sie meinen. Dann versuche ich es auf der rechten Seite nochmal.
Loc1_Haty1_00113	So ein Einfaltspinsel! Jetzt aber schnell - vielleicht fangen wir noch einen gr#p#teren.
Loc1_Haty1_00116	Damit erreiche ich das Schilf auch nicht.
Loc1_Haty1_00119	Damit erreiche ich das Schilf auch nicht.
Loc1_Haty1_00122	Auch die Leine hilft mir nicht.
Loc1_Haty1_00125	Auch die Leine hilft mir nicht.
Loc1_Haty1_00128	Dort ist schon genug.
Loc1_Haty1_00131	Dort ist schon genug.
Loc1_Haty1_00134	Sie sind satt.
Loc1_Haty1_00137	Sie sind satt.
Loc1_Haty1_00146	Ich bin doch nicht dumm.
Loc1_Haty1_00149	Ich bin doch nicht dumm.
Loc1_Haty1_00152	Es ist schon angebunden.
Loc1_Haty1_00155	Damit allein kann ich nicht angeln.
Loc1_Haty1_00158	Damit allein kann ich nicht angeln.
Loc1_Haty1_00161	Warum sollten die Fische anbei#ten?
Loc1_Haty1_00164	Warum sollten die Fische anbei#ten?
Loc1_Haty1_00167	Ich bin doch nicht dumm.
Loc1_Haty1_00170	Ich bin doch nicht dumm.
Loc1_Haty1_00173	Lieber nicht, Gewalt ist keine L#psung.
Loc1_Haty1_00176	Lieber nicht, Gewalt ist keine L#psung.
Loc1_Haty1_00179	Das ist meiner.
Loc1_Haty1_00182	Das ist meiner.
Loc1_Haty1_00185	Das sind meine.
Loc1_Haty1_00188	Das sind meine.
Loc1_Haty1_00191	Sie haben selber eine Angel.
Loc1_Haty1_00194	Sie haben selber eine Angel.
Loc1_Haty1_00197	Sie erkennen die L#uge sicher!
Loc1_Haty1_00200	Sie erkennen die L#uge sicher!
Loc1_Haty1_00203	Nein, es ist vielleicht besser, wenn sie das nicht sehen.
Loc1_Haty1_00206	Nein, es ist vielleicht besser, wenn sie das nicht sehen.
Loc1_Haty1_00209	Seht nur, was ich gefangen habe!
Loc1_Haty1_00212	Seht nur, was ich gefangen habe!
Loc1_Haty1_00215	Ha, solche Kleine haben wir selbst genug!
Loc1_Haty1_00218	Der ist meine.
Loc1_Haty1_00221	Der ist meine.
Loc1_Haty1_00224	Lieber nicht, Gewalt ist keine L#psung.
Loc1_Haty1_00227	Lieber nicht, Gewalt ist keine L#psung.
Loc1_Haty1_00230	Ich bin...
Loc1_Haty1_00233	Braunk#appchen! Du hast doch Wein in Deinem Korb. Gib dem Onkel einen Schluck Wein!
Loc1_Haty1_00254	Braunk#appchen ? Ich bin Krabat.
Loc1_Haty1_00255	Ich bin nicht Braunk#appchen! Solche H#ute tr#agt man$heute. Au#terdem ist das eine dunkle orangene Farbe.
Loc1_Haty1_00256	Meine Mutter hat mir verboten, drau#ten ohne Hut zu$spielen und letztes Jahr habe ich mich im$Ferienlager erk#altet.
Loc1_Haty1_00257	Kennen Sie die Schwarze M#uhle ?
Loc1_Haty1_00258	Die Schwarze M#uhle ist keine Kneipe ! So nennen die$Leute einen geheimen Ort wo man mehr erlernen$kann als nur Korn zu mahlen.
Loc1_Haty1_00259	Das ist kein Gew#asch !$Ich werde die Schwarze M#uhle finden !
Loc1_Haty1_00260	Stattliche Fische fangen Sie hier.
Loc1_Haty1_00261	Was machen Sie mit dem ganzen Fisch ?
Loc1_Haty1_00262	Woher bekomme ich eine Angel ?
Loc1_Haty1_00263	Viel Gl#uck noch beim Angeln.
Loc1_Haty1_00266	Rotk#appchen hat ein rotes K#appchen auf und besucht$ihre liebe Gro#tmutter. Du hast was braunes auf dem Kopf - also bist Du Braunk#appchen.
Loc1_Haty1_00269	Den Kuchen in Deinem Korb$kannst Du meinem Nachbarn geben, aber um den Wein w#urde ich mich gerne k#ummern - liebes, liebstes Braunk#appchen.
Loc1_Haty1_00272	Schweig, Braunk#appchen ! Gib mir Deinen Hut !$Ich suche noch etwas f#ur den Faschingsumzug.
Loc1_Haty1_00275	Ach..., ein Schluck Wein oder Schnaps und Du brauchst den Hut nicht mehr.
Loc1_Haty1_00278	Ist das wieder eine neue Kneipe in Bautzen ?$Immer diese komischen Namen !
Loc1_Haty1_00281	Ein geheimer Ort ?!$Da#t Du mir den Hober Sprejwnik nicht aufweckst -
Loc1_Haty1_00284	hahaha -- hehe
Loc1_Haty1_00287	Ich trinke ja schon viel Schnaps, aber Du bist daf#ur eigentlich zu jung! Wo erz#ahlt man sich solch ein Gew#asch - in Eutrich oder in Wittichenau?
Loc1_Haty1_00290	Sicher, sicher. Das ist im Winter sicher ein warmes$Pl#atzchen. Sag dem Teufel bitte alles Gute,
Loc1_Haty1_00293	in 20 Jahren kann er mit mir rechnen.$Dann w#urde ich gerne in der Abteiung Seelen arbeiten,
Loc1_Haty1_00296	weil das Heizen unterirdischer Kammern nichts f#ur mich ist.
Loc1_Haty1_00299	Hahahaahehe.
Loc1_Haty1_00302	Ja, das ist der letzte Teich mit Fischen in diesem Herbst.
Loc1_Haty1_00305	In Wittichenau wird Fisch gehandelt. Und weil dieses Jahr nicht so viel Fisch ist, kannst Du Dir damit einige Groschen verdienen.
Loc1_Haty1_00308	Was willst Du mit einer Angel?
Loc1_Haty1_00311	ach, wozu erz#ahl ich Dir das.
Loc1_Haty1_00314	N#achstes Jahr kannst Du es versuchen - vielleicht hast Du Gl#uck.
Loc1_Haty1_00317	Dieses Jahr ist das der letzte Teich mit Fischen und hier darf niemand sonst angeln.
Loc1_Haty1_00324	Darf ich es auch einmal versuchen ?
Loc1_Haty1_00325	Ich suche die Schwarze M#uhle.
Loc1_Haty1_00326	Viel Spa#t noch - Auf Wiedersehen.
Loc1_Haty1_00329	Jetzt sind wir hier!
Loc1_Haty1_00332	Wir angeln hier!
Loc1_Haty1_00335	Das Gl#uck hat mich jetzt verlassen!
Loc1_Haty1_00338	Das hat keinen Sinn!
Loc1_Haty1_00341	Nicht noch einmal!
Loc1_Hojnt1_00002	Ein Haken, um Tiere daran aufzuh#angen.
Loc1_Hojnt1_00005	Das ist eine Falle.
Loc1_Hojnt1_00008	Im Haus des J#agers am Ende der Schnur ist eine Klingel. Sie klingelt, wenn er etwas #fgefangen#F hat.
Loc1_Hojnt1_00011	Eine Klingel.
Loc1_Hojnt1_00014	Hier h#angen Rebh#uhner.
Loc1_Hojnt1_00017	Das ist der Schatten des J#agers.
Loc1_Hojnt1_00020	Es ist niemand drin.
Loc1_Hojnt1_00023	Eine Axt. Die geh#prt bestimmt dem J#ager.
Loc1_Hojnt1_00026	Der Hauseingang.
Loc1_Hojnt1_00029	Holz aus dem Wald.
Loc1_Hojnt1_00032	Das kann ich nicht, vor dem Fenster ! Wenn mich der Jaeger sieht ! Ich mu#t das irgendwie anders anstellen.
Loc1_Hojnt1_00035	Das erreiche ich nicht!
Loc1_Hojnt1_00038	Ich trete nicht nochmal auf die Falle !
Loc1_Hojnt1_00041	Das kann ich nicht, vor dem Fenster ! Wenn mich der Jaeger sieht ! Ich mu#t das irgendwie anders anstellen.
Loc1_Hojnt1_00044	Ich danke Ihnen! Eine Frage habe ich noch...
Loc1_Hojnt1_00047	Keine Zeit. Ich mu#t die Falle ausbessern und mich dann auf die Jagd vorbereiten. Heute nacht fange ich einen Wolf.
Loc1_Hojnt1_00050	Achtung! Der J#ager kommt zur#uck!
Loc1_Hojnt1_00053	Das merkt der J#ager bestimmt.
Loc1_Hojnt1_00056	Die Rebh#uhner brauche ich nicht.
Loc1_Hojnt1_00059	Wenn ich noch weiter zum Fenster reinschaue, sieht der J#ager mich vielleicht und schimpft mich dann aus.
Loc1_Hojnt1_00062	Das Fenstert l#a#tt sich nur von innen #pffnen!
Loc1_Hojnt1_00065	Das w#urde mir der J#ager #ubelnehmen!
Loc1_Hojnt1_00068	Ich will den J#ager nicht st#pren.
Loc1_Hojnt1_00071	In das Haus gehe ich nicht.
Loc1_Hojnt1_00074	Zu schwer!
Loc1_Hojnt1_00077	So geht das nicht!
Loc1_Hojnt1_00080	Das hat keinen Sinn mehr. Nich noch einmal!
Loc1_Hojnt1_00083	Ich will das Fenster nicht kaputtmachen!
Loc1_Hojnt1_00086	So brennt es nicht!
Loc1_Hojnt1_00089	Was kann das nur sein? Sieht wie eine Schnur aus. Ich mu#t mir das mal n#aher anschauen!
Loc1_Hojnt1_00092	Was kann das nur sein? Ich mu#t mir das mal n#aher anschauen!
Loc1_HojntAuto_00002	Zaperlot !!! Ist das jetzt ein Tier oder wieder der Junge ? Ich mu#t da schnell mal nachschauen.
Loc1_HojntAuto_00005	Komisch. So stark weht der Wind heute doch gar nicht. Mit der Klingel mu#t ich mir noch etwas einfallen lassen.
Loc1_HojntAuto_00008	Die Klingel hat gel#autet ! Welches Tier habe ich wohl gefangen ?
Loc1_Hoscenc1_00006	Hhhhrrr...
Loc1_Hoscenc1_00007	Aaaarrrgggrrr...
Loc1_Hoscenc1_00008	Kkkkrrr...
Loc1_Hoscenc1_00011	Er schnarcht.
Loc1_Hoscenc1_00014	Er sitzt da und trinkt ein Bierchen.
Loc1_Hoscenc1_00017	Ein kleiner leerer Becher.
Loc1_Hoscenc1_00020	Das ist ein Bild der Kneipe.
Loc1_Hoscenc1_00023	Das ist ein gemaltes Bild. Ein ziemlich gro#ter Hof. Sieht wie eine M#uhle aus.
Loc1_Hoscenc1_00026	Ein Stuhl aus Holz.
Loc1_Hoscenc1_00029	Das ist sicher die T#ur zur K#uche. Ich h#pre, wie jemand mit T#ppfen klappert.
Loc1_Hoscenc1_00032	Das geh#prt sich nicht!
Loc1_Hoscenc1_00035	Das geh#prt sich nicht!
Loc1_Hoscenc1_00038	Ich will mich nicht setzen!
Loc1_Hoscenc1_00041	Nein, hier darf ich bestimmt nicht rein!
Loc1_Hoscenc1_00044	Das will ich nicht beschmieren!
Loc1_Hoscenc1_00047	Das will ich nicht beschmieren!
Loc1_Hoscenc1_00050	Das w#are unanst#andig!
Loc1_Hoscenc1_00053	Das traue ich mir nicht!
Loc1_Hoscenc1_00056	Wof#ur sollte ich ihn bestrafen?
Loc1_Hoscenc1_00059	Ich will ihn nicht ver#argern!
Loc1_Hoscenc1_00096	Bbbrrr...
Loc1_Hoscenc1_00097	Hhhhuuuhhhooo...
Loc1_Hoscenc1_00098	Bbbyyy...
Loc1_Hoscenc1_00099	Wie kann ein Mensch schon tags#uber so betrunken sein?
Loc1_Hoscenc1_00100	Ich suche die Schwarze M#uhle.
Loc1_Hoscenc1_00101	Ich kenne die Schwarze M#uhle nur aus Erz#ahlungen - was die Leute sich halt so erz#ahlen.
Loc1_Hoscenc1_00102	Was haben Sie von der M#uhle geh#prt? Wohnt dort der Teufel?
Loc1_Hoscenc1_00103	Als Wirt h#pren Sie doch viel Neues...
Loc1_Hoscenc1_00104	Was erz#ahlen Ihre G#aste denn so?
Loc1_Hoscenc1_00105	Dresden?! Ist das nicht eine Stadt hinter Wittichenau? So weit weg bin ich noch nie gelangt beim Betteln.
Loc1_Hoscenc1_00106	Der M#uller braucht also Helfer?
Loc1_Hoscenc1_00107	Warum raten Sie mir davon ab, M#ullerbursche zu werden?
Loc1_Hoscenc1_00108	Was meint der M#uller dazu? Haben Sie ihn gefragt?
Loc1_Hoscenc1_00109	Warum h#angen dann diese Bilder an der Wand?
Loc1_Hoscenc1_00110	Erz#ahlen Sie mir mehr von der Schwarzen M#uhle.
Loc1_Hoscenc1_00111	Er kommt nur einmal pro Jahr hier vorbei ? Der M#uller steht wohl zu Hause ganz sch#pn unterm Pantoffel?
Loc1_Hoscenc1_00112	Was hat der M#ulller denn so wichtiges verloren?
Loc1_Hoscenc1_00113	Ich bin nicht durstig - Danke.
Loc1_Hoscenc1_00116	Er ist nicht betrunken, nur m#ude!
Loc1_Hoscenc1_00119	Die Schwarze M#uhle?! Klingt irgendwie unheimlich.
Loc1_Hoscenc1_00122	Am Geschw#atz h#angt immer ein bi#tchen Wahrheit, aber auch L#uge. Die Wahrheit liegt dazwischen.
Loc1_Hoscenc1_00125	H#prner und einen Schwanz habe ich beim M#uller noch nicht gesehen und w#armer wird es auch nicht,
Loc1_Hoscenc1_00128	wenn er eintritt. Er besucht mein Wirtshaus einmal im Jahr. Letztes Mal hat er mir zwei Bilder
Loc1_Hoscenc1_00131	geschenkt - f#ur Werbezwecke, meinte er. Dort an der Wand h#angen sie ja.
Loc1_Hoscenc1_00134	Sicher h#prt man viel Neues. Sch#pnau liegt an einer wichtigen Handelsstra#te. Einmal sind Wittichenauer H#andler
Loc1_Hoscenc1_00137	meine G#aste, ein anderes Mal Soldaten oder Kurf#ursten, die eine kleine Pause einlegen m#pchten.
Loc1_Hoscenc1_00140	In Dresden haben sie wieder einen neuen Kurf#ursten - August der Starke nennt er sich.
Loc1_Hoscenc1_00143	Die Gesandten erz#ahlten, da#t er K#pnig werden will - K#pnig von Polen.
Loc1_Hoscenc1_00146	Worum bettelst Du? Verstand und Wissen? - Hinter Wittichenau?! Meine G#ute, Junge, das wird nichts mit Dir!
Loc1_Hoscenc1_00149	Nichts f#ur Dich. Glaub mir, Junge!
Loc1_Hoscenc1_00152	Du bist nicht der erste, der vor mir steht und mich nach jener M#uhle fragt. Ich habe keinen dieser Burschen
Loc1_Hoscenc1_00155	wiedergesehen und dieses Wirtshaus f#uhre ich jetzt 20 Jahre. Ist das nicht ziemlich merkw#urdig?
Loc1_Hoscenc1_00158	Mit ihm will niemand so richtig reden. Wenn er eintritt,$stehen alle auf und verlassen das Wirtshaus.
Loc1_Hoscenc1_00161	Der M#uller redet nicht viel und bleibt auch nicht so lange. Das ist keine H#pllenhitze, die er ausstrahlt,
Loc1_Hoscenc1_00164	sondern ... K#alte ...! Die Plage der armen Seelen nennen ihn die Leute.
Loc1_Hoscenc1_00167	Das ist meine Sache. Die Bilder h#angen nun da und Ende!
Loc1_Hoscenc1_00170	Jetzt reicht es aber. Schau Dir die Bilder an, das mu#t reichen. Die Schwarze M#uhle findest Du sowieso nicht.
Loc1_Hoscenc1_00173	Daf#ur braucht man K#ppfchen, Mut und einen festen Willen.
Loc1_Hoscenc1_00176	Das sicher nicht - der M#uller hat keine Frau. #FIch habe etwas wichtiges verloren#F, sagt er immer.
Loc1_Hoscenc1_00179	Jedesmal der selbe Satz und dann betrinkt er sich f#urchterlich.
Loc1_Hoscenc1_00182	Ja, wenn ich das w#u#tte. Aber es mu#t ihm ziemlich nahe gehen.
Loc1_Hoscenc1_00185	#Argerst Du meine G#aste?
Loc1_Hoscenc1_00200	Ich bin Krabat und wer sind Sie ?
Loc1_Hoscenc1_00201	Kennen Sie die Schwarze M#uhle ?
Loc1_Hoscenc1_00202	Wie geht das, sich am Leben zu erg#ptzen ?
Loc1_Hoscenc1_00203	Sie sind reich und haben viel Zeit f#ur solche R#atsel ! Der arme Mann mu#t schwer arbeiten.
Loc1_Hoscenc1_00204	Erz#ahlen Sie mir mehr, ich bin auch viel unterwegs.
Loc1_Hoscenc1_00205	Wenn man nur dem Brot hinterherjagt, ist die Welt um einen dunkel und fremd. Schluss damit !
Loc1_Hoscenc1_00206	Jetzt bin ich aber durstig. Ich bestelle mir ein stilles Wasser.
Loc1_Hoscenc1_00209	Janosch, ich bin Janosch. Ich ziehe durch das Land und erg#ptze mich am Leben.
Loc1_Hoscenc1_00212	Ich bin nicht aus dieser Region. Frag doch mal den Wirt.
Loc1_Hoscenc1_00215	Das mu#t jeder f#ur sich selbst wissen.
Loc1_Hoscenc1_00218	Tu das, was Dich gl#ucklich macht oder denk an etwas, was Du gern tun m#pchtest - zu Anfang gen#ugt das.
Loc1_Hoscenc1_00221	Was beklagst Du Dich ? Ihr seid doch selbst schuld. Nur Geseufze ist hier zu h#pren ! #fWir warten auf den Helden,
Loc1_Hoscenc1_00224	der uns befreit.#F Diesen Satz kann ich nicht mehr h#pren ! Dort drau#ten ist niemand, dort ... ist ... niemand,
Loc1_Hoscenc1_00227	der euch hilft ! Eure Petitionen helfen nicht und ein bewaffneter Aufstand endet blutig und ohne Ergebnis.
Loc1_Hoscenc1_00230	Ich sehe keinen Ausweg.
Loc1_Hoscenc1_00233	Das Leben findet immer einen Weg und der Mensch entdeckt M#pglichkeiten.
Loc1_Hoscenc1_00236	Eine herrliche Gegend, diese Lausitz. Ihr habt hier alles. Blaue Berge s#udlich von Bautzen,
Loc1_Hoscenc1_00239	weite W#alder und fruchtbare Felder. Das ist wie ein kleines Paradies.
Loc1_Hoscenc1_00242	Da w#unsche ich Dir viel Erfolg. Vielleicht findest Du die Antworten auf Deine Fragen.
Loc1_Jama1_00002	#Uberall kriechen W#urmer rum. Sicher sind sie schleimig!
Loc1_Jama1_00005	Immer mu#t ich sie anfassen!
Loc1_Jama1_00008	Hej Junge! Was suchst Du denn hier?
Loc1_Jama1_00011	Ja, was suche ich hier eigentlich? Das wei#t ich selber nicht.
Loc1_Jama1_00014	Wenn Du es wei#tt, dann ruf mich.
Loc1_Jama1_00017	Nein, nein - so meinte ich das nicht. Helfen Sie mir bitte.
Loc1_Jama1_00020	Pa#t n#achstes mal besser auf!
Loc1_Jitk1_00002	Hm, die T#ur ist sch#pner als unsere...
Loc1_Jitk1_00005	Das ist der Wagen unserer Nachbarn.
Loc1_Jitk1_00008	Sehr praktisch, aber f#ur mich nur hinderlich.
Loc1_Jitk1_00011	Es ist niemand zu Hause!
Loc1_Kulow1_00002	Der H#andler hat nur eine Hand.
Loc1_Kulow1_00005	Er handelt mit Fisch.
Loc1_Kulow1_00008	Ein h#plzerner Fisch, f#ur die Werbung.
Loc1_Kulow1_00011	Die T#ur ins Haus.
Loc1_Kulow1_00014	Die T#ur ist offen.
Loc1_Kulow1_00017	Stroh.
Loc1_Kulow1_00020	Im Gef#a#t ist Wasser.
Loc1_Kulow1_00023	Was soll das? Finger weg!
Loc1_Kulow1_00026	Sie ist verschlossen. Ich habe keinen Schl#ussel.
Loc1_Kulow1_00029	Du hast hier nichts zu suchen!
Loc1_Kulow1_00032	La#t die T#ur offen! Ich brauche frische Luft.
Loc1_Kulow1_00035	Auch wenn die T#ur offen ist, hei#tt das nicht, da#t Du hier reindarfst. Wieder so ein Bauernjunge!
Loc1_Kulow1_00038	Das brauche ich jetzt nicht!
Loc1_Kulow1_00041	Ich bin nicht durstig.
Loc1_Kulow1_00044	Das Gef#a#t ist zu schwer.
Loc1_Kulow1_00047	Das ist aber kein frischer Fisch!
Loc1_Kulow1_00050	Du bekommst daf#ur einen Groschen - mehr nicht!
Loc1_Kulow1_00053	Wof#ur sollte ich ihn bestrafen?
Loc1_Kulow1_00056	Wof#ur sollte ich ihn bestrafen?
Loc1_Kulow1_00059	Ich will ihn nicht ver#argern!
Loc1_Kulow1_00062	Ich will ihn nicht ver#argern!
Loc1_Kulow1_00065	Das will ich nicht anbrennen!
Loc1_Kulow1_00068	Dann brennt bald das ganze Dorf!
Loc1_Kulow1_00071	Der Fisch hat hier nichts zu suchen!
Loc1_Kulow1_00086	Was verkaufen Sie ?
Loc1_Kulow1_00087	Mehl ? Wo lassen Sie denn das Korn mahlen ?
Loc1_Kulow1_00088	Woher kommen Sie ?
Loc1_Kulow1_00089	Da haben Sie als Soldat viel Schreckliches gesehen !
Loc1_Kulow1_00090	In welcher Gegend haben Sie gek#ampft ?
Loc1_Kulow1_00091	Ach nichts - ich habe mich geirrt.
Loc1_Kulow1_00092	Danke. Ich schaue mir noch andere Buden an.
Loc1_Kulow1_00095	Mehl, Getreide, Hirse...alles, was man zum Leben braucht.
Loc1_Kulow1_00098	Ich kaufe das Mehl auch nur von einem anderen H#andler. Das Getreide kommt aus Preu#ten.
Loc1_Kulow1_00101	Ich bin ein alter Soldat. Eine Heimat habe ich nicht, und so bin ich dort zu Hause, wohin ich meine Hut haenge.
Loc1_Kulow1_00104	Ach Junge, was glaubst Du,was so ein Soldat macht - friedenssichernde Ma#tnahmen ?
Loc1_Kulow1_00107	Meine letzte Schlacht war 1683. Ich war damals Soldat beim Kurf#ursten Johann Georg III.
Loc1_Kulow1_00110	Die T#urken standen vor Wien - das ist in #Psterreich - und wir k#ampften im Verbund mit der
Loc1_Kulow1_00113	Armee des polnischen K#pnigs Jan Sobieski. Ein heisser Kampf - aber wir haben gewonnen.
Loc1_Kulow1_00116	An diese Schlacht erinnert meine fehlende Hand und der sogenannte #fT#urkische Springbrunnen#F in Dresden.
Loc1_Kulow1_00131	Puh, ist das wirklich frischer Fisch ?
Loc1_Kulow1_00132	Hier stinkt es nach altem Fisch.
Loc1_Kulow1_00133	Die Angler bei den Eutricher Teichen meinten, da#t es dieses Jahr nicht viele Fische gibt.
Loc1_Kulow1_00134	Ich suche ein St#uck Haifisch. Aber bitte ein Filetst#uck.
Loc1_Kulow1_00135	Ich suche immer noch ein St#uck Haifisch.
Loc1_Kulow1_00136	Ach nichts - ich habe mich geirrt.
Loc1_Kulow1_00137	Danke. Ich schaue mir noch andere Buden an.
Loc1_Kulow1_00140	Selbstverst#andlich !!! Ich habe nur frischen Fisch. Was soll das hei#ten ?
Loc1_Kulow1_00143	Dann verkaufe mir doch frischen Fisch. Dieses Jahr gibt es nicht viel davon.
Loc1_Kulow1_00146	Ach, Du glaubst das ? Die wollen doch nur mehr Groschen f#ur ihre schuppigen Tiere haben. Deshalb erz#ahlen sie den Leuten
Loc1_Kulow1_00149	und auch mir so ein Geschw#atz. Aber wenn Du einen Fisch zu verkaufen hast - ich kaufe ihn gern.
Loc1_Kulow1_00152	Ein St#uck Haifisch - hmmm.. Warte mal, da mu#t ich mal schnell schauen.
Loc1_Kulow1_00155	Moment, ich schau mal...
Loc1_Kulow1_00158	Hmmm, Hering habe ich...
Loc1_Kulow1_00161	Tintenfisch habe ich...
Loc1_Kulow1_00164	- wirst du -
Loc1_Kulow1_00167	#uberall Tintenflecke, zur#uck in den Korb...
Loc1_Kulow1_00170	hmmm, Walfisch habe ich...
Loc1_Kulow1_00173	Heh, es gibt doch gar keinen Haifisch in der Lausitz !
Loc1_Kulow1_00176	Octopussy - Du altes Schwein !$Du kannst doch nicht die Tinte in den Korb sch#utten.
Loc1_Kulow1_00179	Hmmm, der Hering stinkt wirklich schon ein bi#tchen.
Loc1_Kulow1_00182	Was mache ich nur ? Ich habe Dir doch gesagt, da#t es hier keinen Haifisch gibt !
Loc1_Kupa1_00002	Das Schilf w#achst in der N#ahe der Insel.
Loc1_Kupa1_00005	Ich kann nicht weiter. Hier fehlt ein Brett!
Loc1_Kupa1_00008	Nein, ich springe nicht! Da kannst Du da drau#ten machen. was Du willst. Wenn ich ins Wasser falle, lachen doch alle...
