Casnik_1|Won how stra#zujo.
Ralbicy1_9|Mimo togo p#la#yi wojwodstwo wjele pjenjez, a 30 l#et wojnu wjas#c p#la#yi hy#s#ci raz teliko.
Ralbicy1_10|#D#e#lo na kn#eskich polach jo se podlej#sy#lo.
Ralbicy1_11|Dejmy se #ses#c dnjow wob ty#de#n na kn#eskich kub#lach dr#ecowa#y a n#ento teke z na#sym wosobinskim r#edom abo p#y#egom.
Ralbicy1_12|#D#e#lo na na#sych polkach kn#e#zka njezajmujo.
Ralbicy1_13|Se w#e, kn#ez Krabat! Bury jano na tebje cakaju, aby #yi ze swojogo bogatstwa n#eco darili.
Ralbicy1_14|My sami g#lod mr#ejomy! Po#lna robota nas knichtujo, a nichten njew#e, l#ec p#yiducu zymu p#ye#zywi.
Ralbicy1_15|Tebje ga znajom. Sy zaj#donu zymu wu nas p#sosy#l a moju #ze#nsku bejnje rozgori#l.
Ralbicy1_16|Zaj#dony mjasec som wi#de#l sl#ednych #d#e#la#yerjow. Cerkwja razka za 50 l#et hy#s#ci gotowa njebu#do!
Ralbicy1_17|Jo, to jo na#sa nowa cerkwja.
Ralbicy1_18|Cartojski m#lyn? #Diwne m#e. N#e - to #yi pomaga#y njamogu.
Ralbicy1_19|Ale p#sa#saj se raz kjarcmarja w #Sunowje. Ten by moga#l to w#e#de#y.
Ralbicy1_20|Ja som Krabat z Jitka, a chto s#co Wy?
Ralbicy1_21|Ja nikogo gori#l njejsom. Zyma jo by#la k#suta, a w#et#syna lu#di jo m#e wotpokaza#la.
Ralbicy1_22|Po#lna robota -  co to jo?
Ralbicy1_23|Cogodla su kn#e#zki tak nagrabne?
Ralbicy1_24|Bejne twarni#s#co how w Ralbicach ma#yo.
Ralbicy1_25|Jo srjej#d ty#denja, a nichten how nje#d#e#la.
Ralbicy1_26|Znajo#yo Cartojski m#lyn?
Ralbicy1_27|M#ej#yo wut#sobny #d#ek za rozgrono - na zasejwi#denje.
Ralbicy1_28|Nic njok.
Ralbicy2_1|Ow, wona p#yecej hy#s#ci gotowa njejo.
Ralbicy2_2|Won how pilnje #d#e#la.
Ralbicy2_3|Njejsom twarstwo wuknu#l.
Ralbicy2_4|Za co by deja#l jogo #strofowa#y?
Ralbicy2_5|Ten jo moj!
Ralbicy2_6|Njok, a#z se rozgori.
Ralbicy2_7|Ty mo#zo#s se p#sa#sa#y! Ga#z lu#d n#eco ma, co p#yecej w#ecej.
Ralbicy2_8|Kn#e#zk ma moc swojo bogatstwo na k#yebja#ye ludnos#ci rozmno#zy#y.
Ralbicy2_9|Mimo togo p#la#yi wojwodstwo wjele pjenjez, a 30 l#et wojnu wjas#c p#la#yi hy#s#ci raz teliko.
Ralbicy2_10|#D#e#lo na kn#eskich polach jo se podlej#sy#lo.
Ralbicy2_11|Dejmy se #ses#c dnjow wob ty#de#n na kn#eskich kub#lach dr#ecowa#y a n#ento teke z na#sym wosobinskim r#edom abo p#y#egom.
Ralbicy2_12|#D#e#lo na na#sych polkach kn#e#zka njezajmujo.
Ralbicy2_13|Se w#e, kn#ez Krabat! Bury jano na tebje cakaju, aby #yi ze swojogo bogatstwa n#eco darili.
Ralbicy2_14|My sami g#lod mr#ejomy! Po#lna robota nas knichtujo, a nichten njew#e, l#ec p#yiducu zymu p#ye#zywi.
Ralbicy2_15|Tebje ga znajom. Sy zaj#donu zymu wu nas p#sosy#l a moju #ze#nsku bejnje rozgori#l.
Ralbicy2_16|Zaj#dony mjasec som wi#de#l sl#ednych #d#e#la#yerjow. Cerkwja razka za 50 l#et hy#s#ci gotowa njebu#do!
Ralbicy2_17|Jo, to jo na#sa nowa cerkwja.
Ralbicy2_18|Ja som Krabat z Jitka, a chto s#co Wy?
Ralbicy2_19|Ja nikogo gori#l njejsom. Zyma jo by#la k#suta, a w#et#syna lu#di jo m#e wotpokaza#la.
Ralbicy2_20|Po#lna robota -  co to jo?
Ralbicy2_21|Cogodla su kn#e#zki tak nagrabne?
Ralbicy2_22|Bejne twarni#s#co how w Ralbicach ma#yo.
Ralbicy2_23|Jo srjej#d ty#denja, a nichten how nje#d#e#la.
Ralbicy2_24|M#ej#yo wut#sobny #d#ek za rozgrono - na zasejwi#denje.
Ralbicy2_25|Nic dalej.
Rapak1_1|Ten p#sawje nje#dar#zy.
Rapak1_2|Carny rapak. Se w#e! Kotaru barwu by mog#lo jogo pjerje howac m#e#y?
Rapak1_3|Zasej taki carny pta#sk. Won how sej#di.
Rapak1_4|Pjerje rapaka!
Rapak1_5|Njamogu wucyta#y, co how stoj.
Rapak1_6|Won se njedajo #lapi#y.
Rapak1_7|Njamogu wucyta#y, co how stoj.
Rapak1_8|Njew#em, #do droga wje#do!
Rapak1_9|To njok zapali#y.
Rapak1_10|To #do teke la#z#kej.
Rapak1_11|Njok jogo w#ecej gori#y!
Rapak1_12|To njedosegnu!
Rapak2_1|Carny rapak. Se w#e! Kotaru barwu by mog#lo jogo pjerje howac m#e#y?
Rapak2_2|Zasej taki carny pta#sk. Won how sej#di.
Rapak2_3|Njamogu wucyta#y, co how stoj.
Rapak2_4|Njamogu wucyta#y, co how stoj.
Rapak2_5|Njew#em, #do droga wje#do!
Rapak2_6|To njok zapali#y.
Rapak2_7|Kraaa, Kraaa, Kraaabat! Kraaabaaat!
Rapak2_8|Co ga n#ento? Chto ga m#e wo#la?
Rapak2_9|Wocy#n wocy, Kraaabaaat!
Rapak2_10|Se w#e, ty pojac! Kak ga by howac bogu kocku m#lynika rozm#e#l, Kraaa, Kraaa, Kraaabaaat!
Rapak2_11|Se w#e! A dokula#z jo jogo brjuch tak wjelgin plapota#l, la#zy kocka n#ento w m#ly#nskej grobli.
Rapak2_12|Ja som m#lynikowy wuknje#nc a pytam nowych kandidatow. Za to jo m#e do togo g#lupego kostima zatka#l.
Rapak2_13|N#ento how cakam, aby m#e zasej jaden kjarl pjerko k#sadnu#y wopyta#l.
Rapak2_14|Se w#e, Kraaa-Kraaa-Kraaabaaat! Rownowen do ri ... ehmmm do #snapaca!
Rapak2_15|Se w#e, tak ga se m#e #do! Ku#zdy raz dostanjom jadnu bricnjonu. Ten jaden st#y#ela z kamu#skami, drugi m#e deri z ga#luzu,
Rapak2_16|n#ekotare p#yidu ned ze se#yu - ja ga njejsom mjatelik! Som wjele takich pojacow wi#de#l.
Rapak2_17|N#ento pak mam dos#c!
Rapak2_18|Zamogu n#ento ju#zo ze zw#erjetami pow#eda#y?
Rapak2_19|Sna#d pow#eda m#lynik p#yez brjuch?
Rapak2_20|Chto pop#sawem sy?
Rapak2_21|Njejsmej se ju#zo raz zmaka#lej?
Rapak2_22|Ach, ty sy to by#l. Wodaj, rapak, ale som pjerko trjeba#l.
Rapak2_23|Njejsom drje ju#zo wob#ludnje#l.
Rapak2_24|Dejm dalej, postrow m#e druge rapaki. Pop#sawem dobre m#e za computerowu kupku p#yichoda.
Rowy_1|Gjarnce.
Rowy_2|To jo figura Swaixtixa. Som ju$na kreslance kn#eza fararja wi#de#l.
Rowy_3|Suche seno.
Rowy_4|To su rowy mjer#snikow a wojwodow Milcanow.
Rowy_5|#Diwnje. Rowno na ten row w#ecej sw#et#la pada.
Rowy_6|M#lynik.
Rowy_7|To jo ruka Swaixtixa.
Rowy_8|Do njego njegl#edam!
Rowy_9|Seno la#zy we wopornej #skl#e.
Rowy_10|Seno so w #skl#e pali.
Rowy_11|Te lubjej njepotusnjom.
Rowy_12|Figura jo p#ye#y#e#zka.
Rowy_13|Dos#c!
Rowy_14|How jo p#ye#ymojte. Njok nic potusnu#y.
Rowy_15|Wostaj#yo m#e na pokoj!
Rowy_16|Tak nic!
Rowy_17|#Do som se n#ento zasej zawali#l?
Rowy_18|Hej, njejo to sw#etnica, kotaru#z pytam?
Rowy_19|To won njetrjeba.
Rowy_20|To jo figura Swaixtixa.
Rowy_21|Gropnos#c #zednje njepomaga.
Rowy_22|To se wobchowam.
Rowy_23|Strowim #yi, wuknje#nc!
Rowy_24|Huch, m#lynik?
Rowy_25|Njoco#s swojogo starego mejstarja wuwita#y?
Rowy_26|Co how pyta#s?
Rowy_27|To se groni #fwy#F! Co #fwy#F how pyta#yo? Wuce take za#dar#zanje w Drje#zd#danach?
Rowy_28|Wotkul to zasej w#es#co?
Rowy_29|Njepodgodnos#ci starych lu#di!
Rowy_30|R#edne guslowarske kuski. Kocka jo p#sawje m#e#la. Woni jano za rozwjaselenje ma#lych #di#yi na narodnem dnju dosegaju.
Rowy_31|Som #yi nap#sawdu podgodno#yi#l. N#ento pak daj, co#z m#e s#lu#sa.
Rowy_32|Sce#lego njew#em, co m#eni#yo.
Rowy_33|Nje#zortuj ze mnu, Krabat! Daj m#e Koraktor! Won jo derbstwo mojich pr#edownikow!
Rowy_34|Z takeju mocu tak a tak wobchada#y njezamo#zo#yo.
Rowy_35|Co se zw#eri#s, take n#eco groni#y?
Rowy_36|To we wokognu#yu wjelgin dokradnje wi#dim! Wjeliki guslowa#x, nasl#ednik wjelikego mjer#sniskego roda, wisy ako njetopy#x p#yed m#lodym kjarlikom na wjerchu sw#etnice.
Rowy_37|To jo m#e p#yeg#lupe, ja lubjej #dom!
Rowy_38|Ty m#e ni#di njepoj#do#s!
Rowy_39|To bu#domy wi#de#y. Tam wisecy jo drje wam k#sej do g#lowy stupi#la, co?
Rowy_40|N#ento pak ko#nc! Take god#la njejsu nic za wu#sy por#ednego serbskego kjarla!
Rowy_41|N#e! P#sec z tymi knig#lami!
Rowy_42|Nejpjerwjej za nimi wo#la#yo, a n#ento? Co how zajmnego stoj? Aha, #fMa#lu#kkos#ci za dobrych p#yija#yelow#F - w por#edku.
Rowy_43|Mocy zemje, wo#lam was!$Njamam w#ecej gubu p#yewjeliku.$Ja pak se ju#zo njechowam -$tak pos#cel m#e r#ednu wojcu - pastyrsku!
Rowy_44|To njejo nic by#lo. Mogu ja raz wopyta#y?
Rowy_45|Hmm, zaw#es#ce wopacny rym!
Rowy_46|Helske mocy, Krabat was wo#la!$Zemska #skora derkoco.$Wa#s najma#x se ned wro#yijo,$#zednogo lu#da ju#zo njezamu#yi.
Rowy_47|By#l jo d#lujko dos#c na bo#zej zemi,$c#lowjeske #d#e#lo pak njepoz#lo#yi.$Mocy za to m#e#l jo wjelicke,$n#ento pak dos#c, #zywjenje njejo nimjerne.
Rowy_48|Co jo se sta#lo? M#lynik how p#yecej hy#s#ci jo, ale wojca jo se minu#la.
Rowy_49|Hej, m#lynik ...! How n#eco njetrjefi. Su to sce#lego p#sawe knjig#ly?
Rowy_50|Jo, to su p#sawe knig#ly. Na#dejam se, a#z jo Koraktor n#ento w dobryma rukoma.
Rowy_51|#Diwnje. Rowno na ten row w#ecej sw#et#la pada.
Rowy_52|Nic hy#s#ci raz!
Rowy_53|How won jo: KORAKTOR. Knig#ly njejsu w rowje, ale w brjuchu postawy byli!
Rowy_54|N#ento #yi znicym!
Rowy_55|Na to wokognu#ye som wjelgin d#lujko caka#l!
Rowy_56|Njejo wudrogi, Krabat!
Rowy_57|Mama bu#do bejnje p#laka#y.
Rowy_58|Ja #yi rozt#locym!
Rowy_59|Ty njeknicomny wuknje#nc, sromota w#syknych m#ly#nskich!
Rowy_60|Uch! Same kos#ci!
Saal_1|To su kreslanki m#estow w Sakskej.
Saal_2|To su kreslanki m#estow w Sakskej.
Saal_3|Bejna rumnos#c! Zaw#es#ce dlej#sa ako 60 metrow.
Saal_4|Halo! Wi#di#s m#e hy#s#ci?
Saal_5|Njamogu ce#lu s#c#enu sobu wze#y!
Saal_6|Njamogu ce#lu s#c#enu sobu wze#y!
Skica_1|Aha, to wugl#edajo ako skica woporneje #skl#e. Tak, ako na kreslance Kulojskego fararja. To bu#do se Dinglinger wjaseli#y.
Spaniska_1|Wona p#yede mnu stoj a se #derjo.
Spaniska_2|Wokno z kokulu.
Spaniska_3|Take wjelike gl#eda#lko!
Spaniska_4|Som tola #sykowany kjarl.
Spaniska_5|R#edne ro#ze.
Spaniska_6|Sl#ezy njeje mogu se schowa#y.
Spaniska_7|How jo 5 tolarjow.
Spaniska_8|N#ekaki dokument w njerodnem rukopisu.
Spaniska_9|N#ent m#e w nosu #lakos#ce.
Spaniska_10|Ten njetrjebam!
Spaniska_11|Njamam casa za take komu#denje.
Spaniska_12|Trjebam kokulu, aby z wokna wul#ez#l.
Spaniska_13|Tak r#edne struski dokusow sporajom!
Spaniska_14|Gl#eda#lko njerozbijom! To p#yinjaso njegluku.
Spaniska_15|Taka zawita #ze#nska. Su w#sykne wum#e#lce take?
Spaniska_16|Huch, gaby wona jano kusk m#ernjej#sa by#la.
Spaniska_17|Takego plona nichten njep#ye#zywi!
Spaniska_18|G A M E   O V E R !
Spaniska_19|Wodaj#yo p#sosym, ma#la zmolka techniki.
Spaniska_20|Go#dinu pozd#dej...
Spaniska_21|Mojejko, m#e pak g#lowa bincy. Ta ma moc lawa, g#los ako kakadu a s#lu#sa do coologiskeje zagrody, na #zeden pad na jawi#s#co!
Spaniska_22|Aaa!
Spaniska_23|Pomoooccc!
Spaniska_24|Som drje chuda #diwad#lownica -$ale wzej#yo se te pjenjeze na bli#de!
Spaniska_25|Wostaj#yo m#e na pokoj!
StareWiki_1|Won ma t#lusty brjuch.
StareWiki_2|Ten lu#d #yi mo#zo bjaka#y.
StareWiki_3|Won n#eco p#yedawa.
StareWiki_4|P#sosym wjelgin - twoj ko#lac. Da#y #yi zes#lo#di!
StareWiki_5|#D#ekuju se!
StareWiki_6|Co co#s? Njewugl#eda#s, ako by pjenjeze za take drogotki m#e#l!
StareWiki_7|Co? W gro#de? Znajo#s g#lownego stra#znika?
StareWiki_8|Njeplek!
StareWiki_9|Ga#z togo pijanego #zr#ecka wi#di#s, potom jogo na to dopomni, a#z dej hy#s#ci kut#su za swoju stra#zu zap#la#yi#y!
StareWiki_10|A p#yiducy raz njedej togo stra#znika pos#la#y, ken#z mo#zo jano #fStop! Stoj! #Zeden p#yistup!#F groni#y.
StareWiki_11|Z nim se wjelgin #spatnje wikujo. Ten bogi kjarl jo nejskerjej p#yed#lujko we w#et#su stoja#l!
StareWiki_12|Ty m#eni#s #fsakskego Archimedesa#F?
StareWiki_13|Zagrodnik - ka#z se jomu p#sawje groni - Dinglinger, P#pppelmann a Permoser - to su #zenije #dinsaj#snego casa.
StareWiki_14|Maju wizije a ja #yi gronim: za 20 abo sna#d 50 l#et bu#do to m#esto cele hynac wugl#eda#y. To bu#do europske kulturne srjej#di#s#co w architekturje, molarstwje a muzice.
StareWiki_15|A ja abo moj syn teliko karejtow, wozow a kut#sow p#yedajomej, ako ... hmmm, ako ..., ako ten kasper tam ko#lacow.
StareWiki_16|Gl#edaj golack: zachadne l#eto su na#sogo Awgusta kronowali na krala Polskeje. Z tym jo nasta#l jaden z nejmocnjej#sych kralojskich domow Europy.
StareWiki_17|A tak ako Awgusta znaju - a ja jogo znaju - co won swoju moc teke zjawnje pokaza#y. N#ento se wobgl#edaj rezidence kralow w Europje -
StareWiki_18|Pariz, London, Madrid - a potom na#s chudu#kki grod w Drje#zd#danach. How ma se n#eco sta#y! A ty w#e#s, ja znaju Awgusta.
StareWiki_19|Chudu#kki grod? To jo chudu#kki grod? dejm togo kjarla raz do na#seje rezidence w Jitku p#yep#sosy#y.
StareWiki_20|Jadnu#kki tala#x w gro#de jo w#ecej godny ako na#s ce#ly dom. No jo, p#yedstajenja m#es#canarjow.
StareWiki_21|Som Micha#l. P#yedawam ko#lace.
StareWiki_22|Tak pos#luchaj! Ko#lac ze swojeju formu jo symbol a dopominanja na bo#ze #di#yetko.
StareWiki_23|Pr#edne ko#lace su woko#lo l#eta 1330 w Naumburgu pjakli, a zachopje#nk 15. stol#e#ya su teke how w Drje#zd#danach s#lodnu j#ezu znali.
StareWiki_24|Nam jo se wot bam#za z l#eta 1491 dowoli#lo, m#esto z wolejom ko#lac z butru pjac. To drje jo dla adwentskego spota zakazane, ale njamamy ga wolejowce how w Sakskej.
StareWiki_25|Za to dejmy klerusoju p#yidatne danki p#la#yi#y, na p#yik#lad za twa#x K#yicneje cerkwje. Ale za to na#s ko#lac wjele l#epjej s#lo#di ako druge.
StareWiki_26|Lu#de #dinsa ka#z njemudre kupuju. Mam jano hy#s#ci ko#lac z rozynkami. Ten p#la#yi 5 tolarjow. Wodaj, ale tunjej to njej#do.
StareWiki_27|Wokognu#ye, pogl#edam.
StareWiki_28|N#e! Jano ma#le #di#yi n#eco zadermo dostanu. Woni su na#se kupce p#yichoda.
StareWiki_29|Co#s m#e gori#y? A #do stej twojej starjej#sej?
StareWiki_30|To jo w#sykno wjelgin zajmne, ale n#ento #di! Wut#sa#sy#s m#e kupcow!
StareWiki_31|Jo, drobnostki w#sednego dnja. Co co#s?
StareWiki_32|Na co mysli#s? Zaw#erno to njejsu w#sykne ma#lu#kkos#ci, ale to pak teke njejo w#sykno, co#z #fp#yedawam#F.
StareWiki_33|Nic. Mam pak druge zamo#znos#ci.
StareWiki_34|Mogu na p#yik#lad pismo drugich napodobni#y.
StareWiki_35|Hej, hej - nic tak g#losnje. Ga#z raz n#eco k napodobnjenju ma#s, poj#d ku mnjo. Sna#d podpismo n#ekakego znatego - to by by#lo.
StareWiki_36|#Zedne pjenjeze, #zedne pjenjeze. Pytam n#eco wosebnego. Co#z ku#zdy njama, n#eco wur#ednego. Hmmm, ja teke tak p#sawje njew#em, co.
StareWiki_37|Zasej burik ze jsy. teke m#es#canarje wi#de rad zelenu barwu.
StareWiki_38|Co z tym cajkom cu? Ja twoje dary njetrjebam.
StareWiki_39|To jo njepodpisana dowolnos#c. N#ento trjebam hy#s#ci originalne podpismo k p#yirownanju. Poj#d zasej, ga#z jo ma#s. Dokument tak d#lujko wobchowam.
StareWiki_40|Co z tym cajkom cu? Ja twoje dary njetrjebam.
StareWiki_41|Podpismo Awgusta pod jadnym p#yikazom. Dobra ideja! #Do mam n#ento podpismo staji#y?
StareWiki_42|Co z tym cajkom cu? Ja twoje dary njetrjebam.
StareWiki_43|Rucny s#ly#ncny zeger! Mama mia, to jo #yi drogotka. Tysac raz #d#ek! Co mogu za tebje cyni#y? Gro#n, co ma#s na wut#sobje?
StareWiki_44|Podpismo Awgusta! ty sy m#e kjarlick! Pocakaj, a co m#e za to dajo#s?
StareWiki_45|Dostanjo#s podpisanu dowolnos#c jano, ga#z m#e n#eco wosebnego dajo#s.
StareWiki_46|Rucny s#ly#ncny zeger! To jo narownanja dos#c. N#ento trjebam jano hy#s#ci felujucy #d#el k napodobnjenju.
StareWiki_47|Rucny s#ly#ncny zeger! To jo narownanja dos#c. N#ento trjebam jano hy#s#ci felujucy #d#el k napodobnjenju.
StareWiki_48|To jo njepodpisana dowolnos#c. N#ento trjebam hy#s#ci originalne podpismo k p#yirownanju. Poj#d zasej, ga#z jo ma#s. Dokument tak d#lujko wobchowam.
StareWiki_49|Podpismo Awgusta pod jadnym p#yikazom. Dobra ideja! #Do mam n#ento podpismo staji#y?
StareWiki_50|How ma#s. Originalne podpismo krala se wobchowam - sna#d podpi#som raz Awgustowe awtogramowe kortki za turistow.
StareWiki_51|How ma#s wobtwar#denje. Originalny rukopis krala se wobchowam - sna#d podpi#som raz Awgustowe awtogramowe kortki za turistow.
StareWiki_52|Rucny s#ly#ncny zeger! To jo narownanja dos#c. Ned jen Ha#n#zy poka#zom.
StareWiki_53|A moj dokument?
StareWiki_54|Wodaj, to som w hektice cele zaby#l. How ma#s. Originalny rukopis krala se wobchowam - sna#d podpi#som raz Awgustowe awtogramowe kortki za turistow.
StareWiki_55|Som Krabat - #d#e#lam ako s#lu#zabny w kralojskej kuchni.
StareWiki_56|Pop#sawem ja se p#yecej p#sa#sam.
StareWiki_57|G#lownego stra#znika jano wot pow#edanja znaju, ako lu#de tak pow#edaju.
StareWiki_58|Jo, g#lownego stra#znika ju#zo znajom.
StareWiki_59|N#e. Ale znajo#yo #fserbskego Archimedesa#F?
StareWiki_60|Wulicuj#yo m#e wo #fsakskem Archimedesu#F. Co w#sykno wo njom w#es#co?
StareWiki_61|Drje#zd#dany - europske kulturne srjej#di#s#co? Cogodla?
StareWiki_62|Som se moli#l. Njok nic kupi#y.
StareWiki_63|Ja som Krabat, a chto sy ty?
StareWiki_64|Take n#eco chudy #Ly#zycan njeznajo. Wulicuj m#e n#eco wo ko#lacu.
StareWiki_65|Co jo wosebnego na Drje#zd#da#nskem ko#lacu?
StareWiki_66|Micha#l, wulicuj m#e p#sosym hy#s#ci raz wo ko#lacu.
StareWiki_67|P#yedajo#s m#e ko#lac?
StareWiki_68|Njok nic kupi#y. Na zasejwi#denje.
StareWiki_69|Ma#yo teke ch#lo#s#conku za mnjo?
StareWiki_70|Som ma#le gole. P#sosym, daj#yo m#e tola ch#lo#s#conku!
StareWiki_71|W Jitku. Ja som sam how w Drje#zd#danach.
StareWiki_72|Dobry #de#n! Teliko drobnostkow!
StareWiki_73|W#sykne ma#lu#kkos#ci pak to njejsu.
StareWiki_74|Co ga hy#s#ci we wa#som drjewjanem brjuchu ma#yo?
StareWiki_75|Kake druge zamo#znos#ci m#eni#s?
StareWiki_76|Fal#sujo#yo pismo?
StareWiki_77|Co twoja s#lu#zba p#la#si?
StareWiki_78|Semje za balkonowe rostliny? - Wy m#es#canarje!
StareWiki_79|Som se moli#l. Njok nic kupi#y.
StareWiki_80|Karejty! Trjebane woze!
StareWiki_81|Kut#se, ka#z nowe! Za ku#zdu go#dbu!
StareWiki_82|Karejty, nic jano za jadnogo, n#e, teke za w#ecej konjow!
StareWiki_83|Za po#l ty#denja w Parizu - a to jo jano z tymi kut#sami mo#zno!
StareWiki_84|Ko#lace! Skoro budu gody! Ko#lace!
StareWiki_85|P#sawy Drje#zd#da#nski ko#lac! Jano how a tak d#lujko ako sk#lad prozny njejo!
StareWiki_86|Ko#lac - n#ento teke z rozynkami!
StareWiki_87|Drobne w#ecy! Ma#lu#kkos#ci w#sednego dnja!
StareWiki_88|Semje za balkonowe rostliny!
StareWiki_89|Cwjer#n a glicki za rozterganu drastwu!
StareWiki_90|S#lodkos#ci za #di#yi - #dinsa zadermo!
StareWiki_91|Pi#s zasej raz - jano z mojim pisa#nskim materialom!
Straze_1|Woni stra#zuju.
Straze_2|To jo kralojski wopon.
Straze_3|Wopon wisy p#yewusoko.
Straze_4|To stra#ze wi#de!
Straze_5|P#yed stra#zami njamogu se p#yewobleka#y!
Straze_6|Stop!
Straze_7|P#yistup jano za kralojsku swoj#dbu a za s#lu#zabnych!
Straze_8|St#oj!
Straze_9|Hej, lu#de, to ga som ja, Krabat! #D#e#lam w kralojskej kuchni.
Straze_10|To mo#zo ku#zdy groni#y. P#yistup jano w s#lu#zbnej drastwje.
Straze_11|Stop!
Straze_12|Zaperlot! Twoj p#yija#yel ma nap#sawdu wjeliki s#lowosk#lad. Ned se wro#yim.
Straze_13|Stop! Stoj! #Zeden p#yistup!
Straze_14|P#yistup jano w s#lu#zbnej drastwje!
Straze_15|N#ento pak malsnje, kral se skoro wro#yi.
Stwa_1|Hej, co ma#s how pyta#y?
Stwa_2|Ow, wodaj#yo p#sosym.
Stwa_3|Malsnje p#sec. Won njewugl#edajo taki, ako by #zort rozm#e#l.
Stwa_4|Z kim pow#eda#s? Wen!!!
Stwa_5|Wopacny dom! Wen!!!
Stwa_6|Co som #yi groni#l? Wen!!!
Sunow1_1|To jo #Sunow. How som ju#zo #se#l p#sosyt.
Sunow1_2|Wjas se lubjej zbliska wobgl#edajom.
Sunow1_3|Ja ga njok wjas zapali#y.
Sunow2_1|To jo #Sunow. How som ju#zo #se#l p#sosyt.
Sunow2_2|Wjas se lubjej zbliska wobgl#edajom.
Sunow2_3|Ja ga njok wjas zapali#y.
Swoboda_1|How, luba ma#y: jaden z tych dwanas#co pjerkowatych jo wa#s syn.
Swoboda_2|Ga#z jogo spoznajo#yo, potom na njogo poka#z#co, a won bu#do lichotny.
Swoboda_3|Mamina wut#soba swojogo syna p#yecej namakajo.
Swoboda_4|Ten how jo moj syn.
Swoboda_5|Guslowarski kij da#y potusnjo wucho rapaka.$Mama ma t#sach, da#y zmarznjo jeje wut#soba.$Ga#z sy to nap#sawdu, Krabat,$tak poka#z se nam - mojo du#sne njewjedro!
Swoboda_6|Jo, to won jo!
Swoboda_7|DS Ma#c a syn chwatachu wjeso#li domoj ale M#lynk so na Krabata jara z#lobje#se. W#on b#e#se pytny#l, po kotrym wa#snju jeho h#ol#kec p#reles#ci.
Swoboda_8|DS Wje#cba je sw#odka, m#oj luby a to potom, hdy#z ju zymnu d#ostanje#s !!! Na zasowid#denje - KRABATO !!!
Terassa_1|Won #d#e#la.
Terassa_2|To jo klapac.
Terassa_3|Njewi#di#s, a#z mam #d#e#lo?
Terassa_4|Njok z tobu pow#eda#y!
Terassa_5|Wob#lo#zenje p#sawje nje#dar#zy. Musy a#z do wjacora spor#e#dane by#y.
Terassa_6|Njep#yimaj moje kowalne r#edy!
Terassa_7|#Diwnje. Co ma twarcowy klapac how pyta#y? Mo#zo ga won teke zelezo wob#d#e#la#y? Dejm to raz wopyta#y ...
Terassa_8|Hej, ty gropny golc! Ty njeces#ci#s mojo #d#e#lo! N#ento jo na wob#lo#zenju depk!
Terassa_9|Gro#n#yo tola, a#z jo to wot#yi#s#c palca Awgusta Mocnego! To bu#do zaw#es#ce raz turistiska zajmnostka w Drje#zd#danach.
Terassa_10|#Di m#e z drogi!!!
Terassa_11|N#ent wugl#edajom ako #di#yelc.
Terassa_12|Ach, na ko#ncu som zasej w swojskej drastwje.
Terassa_13|Ga#z m#e stra#za w m#es#ce w s#lu#zabnej drastwje #lapijo, dostanjom zasej na#s#cokane.
Trepjena_1|Won how stra#zujo.
Trepjena_2|Tofla jo pom#ernje nowa.
Trepjena_3|Tofla twardo na s#c#enje wisy.
Trepjena_4|#Durja su zamknjone.
Trepjena_5|Wobraz n#ekakego kn#e#zka.
Trepjena_6|Tu #ze#nsku som na dworje ju#zo wi#de#l. Na wobrazu pak jo wona hy#s#ci m#loda.
Trepjena_7|Ga#z tak z woknom gl#edam - Drje#zd#dany su zaw#erno r#edne m#esto.
Trepjena_8|Co z wobrazom cu?
Trepjena_9|Ale kak wobraz jano dosegnjom?
Trepjena_10|Njamam kluc!
Trepjena_11|Wokna njamogu wocyni#y.
Trepjena_12|To njejo p#sawy kluc!
Trepjena_13|Toflu njok dokusow spora#y!
Trepjena_14|Jo m#e zakazane z tobu pow#eda#y.
Trepjena_15|Rowno#z sl#ezy m#e by pok#ladni#s#co by#lo, njeby #yi to groni#l.
Trepjena_16|#Di p#sec! Njama#s how nic pyta#y.
Trepjena_17|Zawo#lam ned g#lownego stra#znika!
Wila1_1|To su wupa#lkane klejdy a woblaki. Woni se su#se.
Wila1_2|#Stryck, na kotarem#z su klejdy su#syli.
Wila1_3|D#lujki a twardy #stryck.
Wila1_4|#Durja su zamknjone.
Wila1_5|N#ent pak dejm se sp#e#snje schowa#y!
Wila1_6|To njok zapali#y!
Wila1_7|Njamam cas!
Wila1_8|Co ma to groni#y? Njamogu klejdy razka wokognu#se how wisecy m#e#y, b#dez togo a#z se ned zgubiju! To se jano zw#e#x!
Wila1_9|Co som #yi groni#la! Wumyj se noze, aby se #sma#lc w twojima wu#syma dalej suwa#l!
Wila1_10|Kaka to wobrada - te r#edne klejdy a woblaki! W#sykno wobmazane! Ow, ow, to bu#do kn#e#zk zasej #s#coka#y. N#ento dejm w#sykno hy#s#ci raz pa#lka#y!
Wila2_1|#Durja su zamknjone.
Wila2_2|To njok zapali#y!
Wila2_3|Njamam cas!
Wjes1_1|Won tak mocnje #d#e#la, a#z #skr#e l#etaju!
Wjes1_2|#Sunojske sudy.
Wjes1_3|Wi#dim kjarcmarja w kuchni.
Wjes1_4|Zelezne znamje kjarcmy. To se we w#et#syku t#sumpa.
Wjes1_5|Woge#n knykoco.
