Casnik_1|W#on tu stra#zuje.
Polo1_11|Wojna je hi#zo dl#eje ha#k 40 l#et nimo, tola zm#eni#lo so p#reco hi#s#ce ni#ko njeje.
Polo1_12|My stejimy tu, knje#za wor#sta steji tam - na w#eki ...
Polo1_13|Njebled#d telko, d#d#e#laj rad#so! Hdy#z #sosar to wid#di, d#ostanjemoj sej zaso puki.
Polo1_14|Mjel#k, #zona! W#ezo d#ostanjemoj sej puki, zas a zaso.
Polo1_15|Puki za spalene syno, puki za suche swinje, puki za bled#denje ... Ale s#lowjanska heja je twjerda.
Polo1_16|Haj, snano je wutrajna, najskerje p#rewutrajna. Bud#de l#epje, zo tu #ceknjemy.
Polo1_17|Do druheje k#on#kiny abo p#rez wulke morjo do noweho sw#eta.
Polo1_18|Njetrjebam m#lyna.
Polo1_19|N#e. Na#sa p#oda je p#rep#eskojta.
Polo1_20|Snano w#ed#da wikowarjo w Kulowje wjace. Woni tola z muku a ze zornom wikuja.
Polo1_21|Abo ta stara blada w #Sunowje - kor#kmar.
Polo1_22|D#densni#si d#de#n s#ly#si#s wjele wo kraju, ki#z drje je tak wulki, zo je za k#o#zdeho p#ody dos#c.
Polo1_23|Mjenuja j#on Ameriku. Tam njetrjeba#s knje#zkej na robotu chod#di#c. D#d#e#la#s za sebje a za sw#ojbu.
Polo1_24|Ja docy#la njew#em, kajke to je.
Polo1_25|Tola hdy#z ni#ko ke kusanju nima#s! Kl#etu wopu#s#cimoj ze susodami r#odnu wjes.
Polo1_26|#St#o to praji?! #St#o to praji?! Ty njewupada#s tajki, jako by m#e#l prawo, tajke n#e#sto rjec!
Polo1_27|My smy njerjad we wo#kach knje#zkow. Ale tut#on njerjad je #ziwy!
Polo1_28|Tohodla dyrbimy pre#k wottud! Tam, hd#de#z m#o#ze#s #ziwy by#c.
Polo1_29|Pomhaj B#oh! Sym Krabat z Jitka.
Polo1_30|Och, w Jitku so wjele njestawa. #Kas je tam hi#zo p#red l#etami stejo wosta#l.
Polo1_31|S#lowjanska heja njeje twjerda, ale wutrajna.
Polo1_32|#Kertowski m#lyn. S#ce wo nim hi#zo s#ly#sa#l?
Polo1_33|Njeplahuje#ce #zito?
Polo1_34|Nicht#o njew#e, hd#de tut#on #Kertowski m#lyn steji.
Polo1_35|Kotry nowy sw#et m#eni#ce?
Polo1_36|#St#o pak wostanje tu? #St#o potom jutry na konju wjeso#le poselstwo wozjewja? Kotra ma#c bud#de swojej d#dowce do narodneje drasty pomha#c?
Polo1_37|#Cekny#c? Hdy#z j#onu z tym zapo#knje#s, njenamaka#s k#onca.
Polo1_38|Nochcu was w d#d#ele komd#di#c. Bo#zemje.
Ralbicy1_1|Ow, wona p#reco hi#s#ce hotowa njeje.
Ralbicy1_2|W#on tu pilnje d#d#e#la.
Ralbicy1_3|Njejsym twarstwo wukny#l.
Ralbicy1_4|Za #ko bych jeho dyrbja#l poch#losta#c?
Ralbicy1_5|T#on je m#oj!
Ralbicy1_6|Nochcu, zo so rozhn#ewa.
Ralbicy1_7|Ty so #ci pra#se#s! Hdy#z #k#lowjek n#e#sto ma, chce p#reco wjace.
Ralbicy1_8|Knje#zk ma m#oc, swoje bohatstwo na chribje#ce ludnos#ce mno#zi#c.
Ralbicy1_9|Nimo toho p#la#ci w#ojwodstwo wjele pjenjez, a 30 l#et w#ojnu wjes#c p#la#ci hi#s#ce raz telko.
Ralbicy1_10|D#d#e#lo na knje#zich polach je so podl#e#si#lo.
Ralbicy1_11|Dyrbimy so #s#es#c dnjow wob tyd#de#n na knje#zich kub#lach dr#e#c a to n#etko te#z z na#sim wosobinskim gratom abo zap#rahom.
Ralbicy1_12|D#d#e#lo na na#sich p#olkach knje#zka njezajimuje.
Ralbicy1_13|W#ezo, knje#ze Krabato! Burja jeno#z na tebje #kakaja, zo bychu #ci ze swojeho bohatstwa darili.
Ralbicy1_14|My sami h#l#od tradamy! Po#lna robota nas rozdr#ewa, a nicht#o njew#e, ha#k p#richodnu zymu p#re#ziwi.
Ralbicy1_15|Tebje tola znaju. Sy za#s#lu zymu pola nas po pro#senju by#l a moju #zonu ch#etro rozhn#ewa#l.
Ralbicy1_16|Za#s#ly m#esac sym poslednich d#d#e#la#cerjow wid#da#l. Cyrkej ani za 50 l#et hotowa njebud#de!
Ralbicy1_17|Haj, to bud#de na#sa nowa cyrkej.
Ralbicy1_18|#Kertowski m#lyn?! Spod#diwne mjeno. N#e, to #ci pomha#c njem#o#zu.
Ralbicy1_19|Ale pra#sej so tola kor#kmarja w #Sunowje. T#on m#oh#l to w#ed#de#c.
Ralbicy1_20|Ja sym Krabat z Jitka, a #st#o s#ce wy?
Ralbicy1_21|Ja nikoho rozmjerza#l njejsym. Zyma b#e kruta, a wjet#sina lud#di je mje wotpokaza#la.
Ralbicy1_22|Po#lna robota - #sto to woznamjenja?
Ralbicy1_23|#Kehodla su knje#zkojo tak nahrabni?
Ralbicy1_24|#Swarne twarni#s#co tu w Ralbicach ma#ce.
Ralbicy1_25|Je wosrjed#d tyd#denja, a nicht#o tu njed#d#e#la.
Ralbicy1_26|Znaje#ce #Kertowski m#lyn?
Ralbicy1_27|M#ej#ce wutrobny d#dak za rozmo#lwu. Bo#zemje.
Ralbicy1_28|Ni#ko dale.
Ralbicy2_1|Ow, wona p#reco hi#s#ce hotowa njeje.
Ralbicy2_2|W#on tu pilnje d#d#e#la.
Ralbicy2_3|Njejsym twarstwo wukny#l.
Ralbicy2_4|Za #ko bych dyrbja#l jeho poch#losta#c?
Ralbicy2_5|T#on je m#oj!
Ralbicy2_6|Nochcu, zo so rozhn#ewa.
Ralbicy2_7|Ty so #ci pra#se#s! Hdy#z #k#lowjek n#e#sto ma, chce p#reco wjace.
Ralbicy2_8|Knje#zk ma m#oc, swoje bohatstwo na chribje#ce ludnos#ce mno#zi#c.
Ralbicy2_9|Nimo toho p#la#ci w#ojwodstwo wjele pjenjez, a 30 l#et w#ojnu wjes#c p#la#ci hi#s#ce raz telko.
Ralbicy2_10|D#d#e#lo na knje#zich polach je so podl#e#si#lo.
Ralbicy2_11|Dyrbimy so #s#es#c dnjow wob tyd#de#n na knje#zich kub#lach dr#e#c a to n#etko te#z z na#sim wosobinskim gratom abo zap#rahom.
Ralbicy2_12|D#d#e#lo na na#sich p#olkach knje#zka njezajimuje.
Ralbicy2_13|W#ezo, knje#ze Krabato! Burja jeno#z na tebje #kakaja, zo bychu #ci ze swojeho bohatstwa darili.
Ralbicy2_14|My sami h#l#od tradamy! Po#lna robota nas rozdr#ewa, a nicht#o njew#e, ha#k p#richodnu zymu p#re#ziwi.
Ralbicy2_15|Tebje tola znaju. Sy za#s#lu zymu pola nas po pro#senju by#l a moju #zonu ch#etro rozhn#ewa#l.
Ralbicy2_16|Za#s#ly m#esac sym poslednich d#d#e#la#cerjow wid#da#l. Cyrkej ani za 50 l#et hotowa njebud#de!
Ralbicy2_17|Haj, to bud#de na#sa nowa cyrkej.
Ralbicy2_18|Ja sym Krabat z Jitka, a #st#o s#ce wy ?
Ralbicy2_19|Ja nikoho rozmjerza#l njejsym. Zyma b#e kruta, a wjet#sina lud#di je mje wotpokaza#la.
Ralbicy2_20|Po#lna robota - #sto to woznamjenja ?
Ralbicy2_21|#Kehodla su knje#zkojo tak nahrabni ?
Ralbicy2_22|#Swarne twarni#s#co tu w Ralbicach ma#ce.
Ralbicy2_23|Je wosrjed#d tyd#denja, a nicht#o tu njed#d#e#la.
Ralbicy2_24|M#ej#ce wutrobny d#dak za rozmo#lwu. Bo#zemje.
Ralbicy2_25|Ni#ko dale.
Rapak1_1|Pu#cnik hi#zo prawje njed#der#zi.
Rapak1_2|#Korny rapak. W#ezo! Kotru barbu m#e#lo jeho pjerjo hewak m#e#c?
Rapak1_3|W#on tu sed#di. Zaso tajki #korny ptak.
Rapak1_4|Pjerjo rapaka!
Rapak1_5|Pu#cnik.
Rapak1_6|W#on so njeda popadny#c!
Rapak1_7|#Sto drje tu steji?
Rapak1_8|Njew#em, dokal pu#c wjed#de!
Rapak1_9|To nochcu zapali#c.
Rapak1_10|To d#de te#z l#o#ze.
Rapak1_11|Nochcu jeho wjace hn#ewa#c!
Rapak1_12|Tak jeho njedosahnu!
Rapak2_1|#Korny rapak. W#ezo! Kotru barbu m#e#lo jeho pjerjo hewak m#e#c?
Rapak2_2|W#on tu sed#di. Zaso tajki #korny ptak.
Rapak2_3|Pu#cnik.
Rapak2_4|#Sto drje tu steji?
Rapak2_5|Njew#em, dokal pu#c wjed#de!
Rapak2_6|To nochcu zapali#c.
Rapak2_7|Kraaa, Kraaa, Kraaabato! Kraaabaaato!
Rapak2_8|#Sto ha n#etko? #St#o mje wo#la?
Rapak2_9|Wo#ki#n wo#ki, Kraaabaaato!
Rapak2_10|W#ezo, ty poprjanco! Kak da by hewak wbohu k#o#kku m#lynka zrozumi#l, Kraaa, Kraaa, Kraaabaaato!?
Rapak2_11|W#ezo! A dokel#z je jeho brjuch tak jara plapota#l, le#zi k#o#kka n#etko w m#lynskej hrjebi.
Rapak2_12|Ja sym m#lynkowy wu#komnik a pytam nowych kandidatow. Za to je mje do tutoho h#lupikojteho kostima tykny#l.
Rapak2_13|N#etko tu #kakam, zo by mi zaso jedyn pacho#l pjerjo pokradny#c spyta#l.
Rapak2_14|W#ezo, Kraaa-Kraaa-Kraaabaaato! Runjewon do ri ... ehmmm do pyska!
Rapak2_15|W#ezo b#ech to ja! K#o#zdy raz d#ostanu jednu sm#oknjenu. T#on jedyn t#r#ela z kamu#skami, druhi mje dyri z ha#lzu,
Rapak2_16|n#ekot#ri p#ri#ndu hnydom ze sakom - ja tola njejsym mjetel#kka! Sym wjele tajkich ka#sporkow wid#da#l.
Rapak2_17|N#etko pak mam dos#c!
Rapak2_18|Zam#o#zu n#etko hi#zo ze zw#erjatami r#e#ke#c?
Rapak2_19|Chiba r#e#ki m#lynk p#rez brjuch?
Rapak2_20|#St#o poprawom sy?
Rapak2_21|Njejsm#oj so hi#zo raz trjechi#loj?
Rapak2_22|Ach, ty sy to by#l. Wodaj, rapako, ale sym pjerjo trjeba#l.
Rapak2_23|Sym drje hi#zo wob#ludni#l.
Rapak2_24|Dyrbju dale, postrow mi druhe rapaki. Poprawom dobre mjeno za komputerowu skupinu p#richoda.
Rowy_1|Hlinjane sudobjo.
Rowy_2|To je postawa Swaixtixa. Wid#dach ju$na rysowance knjeza fararja.
Rowy_3|Syno.
Rowy_4|To su rowy m#e#snikow a w#ojwodow Mil#kanow.
Rowy_5|Spod#diwnje. Runje na tut#on row wjace sw#ecy pada.
Rowy_6|M#lynk.
Rowy_7|Ruka Swaixtixa.
Rowy_8|Sym so hi#zo nastr#o#zi#l!
Rowy_9|Syno le#zi w we wopornej #skl#e.
Rowy_10|Syno so w #skli pali.
Rowy_11|Toho so rad#so njed#otknu.
Rowy_12|Postawa je p#re#ce#zka.
Rowy_13|To wjace njetrjebam.
Rowy_14|Tu je p#re#cma. Nochcu so ni#keho d#otkny#c.
Rowy_15|Z m#lynkom wjace njer#e#ku!
Rowy_16|Tak to nje#nd#de!
Rowy_17|Do kajkeje pr#ozdnjency sym so n#etko zaso zapadny#l?
Rowy_18|Hej, njeje to swjatnica, kotru#z pytam?
Rowy_19|To w#on njetrjeba.
Rowy_20|To nochcu n#etko zapali#c.
Rowy_21|Hrubos#c njepomha.
Rowy_22|Ja tola h#lupy njejsym.
Rowy_23|Strowju #ce, wu#komniko!
Rowy_24|Huch, m#lynko, ty?!
Rowy_25|Nochce#s swojeho stareho mi#stra postrowi#c?
Rowy_26|#Sto tu pyta#s?
Rowy_27|To r#eka #fwy#F! #Sto #fwy#F tu pyta#ce? Wu#ka tajke zad#der#zenje w Drje#zd#danach?
Rowy_28|Zwotkel w#es#ce, zo b#ech w Drje#zd#danach?
Rowy_29|Njepodh#odno#cej starych lud#di!
Rowy_30|Rjane to kuz#larske #kinki. K#o#kka m#eje#se prawje. Wone woprawd#de jeno#z za d#d#e#cace narodniny dosahaja.
Rowy_31|Sym #ce zaw#erno podh#odno#ci#l. N#etko pak daj, #sto#z mi s#lu#sa.
Rowy_32|Njew#em scy#la, #sto m#eni#ce.
Rowy_33|Nje#zortuj ze mnu, Krabato! Daj mi Koraktor! W#on je herbstwo mojich prjedownikow!
Rowy_34|Z tajkej hoberskej mocu tak a tak wobchad#de#c njezam#o#ze#ce.
Rowy_35|#Sto sej zwa#zi#s, mi tajke n#e#sto praji#c?
Rowy_36|Tole we wokomiku jara dok#ladnje wid#du. M#ocny kuz#lar, nasl#ednik wulkeho m#e#sniskeho splaha, wisa jako njetopyr p#red m#lodym kadlu na wjerchu swjatnicy.
Rowy_37|To je mi p#reh#lupje, ja rad#so du!
Rowy_38|Ty nihd#de njep#o#nd#de#s!
Rowy_39|To bud#demy wid#de#c. Takle wisajo je drje wam krej do h#lowy stupi#la, #sto?
Rowy_40|N#etko pak k#onc! Tajke wudma njejsu ni#ko za wu#si porjadneho serbskeho kadle!
Rowy_41|N#e! Pre#k z knihu!
Rowy_42|Najprjedy za njej rjeji#ce, a n#etko? #Sto tu zajimaweho steji? #fMali#kkos#ce za dobrych p#re#celow#F - w porjadku.
Rowy_43|Mocy zemje, wo#lam was!$Nimam wjace hubu p#rewulku.$Ja pak so hi#zo njechowam -$tak p#os#cel#ce mi rjanu wowcu - pastyrsku!
Rowy_44|To ni#ko njeb#e. M#o#zu ja to raz spyta#c?
Rowy_45|Wokomik! Zaw#es#ce b#e to wopa#kny rym.
Rowy_46|Helske mocy, Krabat was wo#la!$Zemska skora bybota.$Wa#s najenk so hnydom wr#o#ci,$#zanoho #k#lowjeka hi#zo njezamu#ci.
Rowy_47|B#e do#lho dos#c na wot boha datej zemi,$#k#lowje#ke d#d#e#lo pak njepoz#lo#ci.$Mocy za to m#eje#se hoberske.$N#etko pak dos#c, #ziwjenje njeje na w#e#kne ...
Rowy_48|#Sto je so sta#lo? M#lynk tu p#reco hi#s#ce je, ale wowca je so zminy#la.
Rowy_49|Hej, m#lynko ...! Tu n#e#sto njetrjechi. Je to scy#la prawa kniha?
Rowy_50|Haj, to je prawa kniha. Nad#dijomnje je Koraktor n#etko w dobrymaj rukomaj.
Rowy_51|Spod#diwnje. Runje na tut#on row wjace sw#ecy pada.
Rowy_52|Nic hi#s#ce raz!
Rowy_53|Tu w#on je: KORAKTOR. Kniha njeb#e w rowje, ale w brju#se postawy!
Rowy_54|N#etko #ce zni#ku!
Rowy_55|Na tut#on wokomik sym jara do#lho #kaka#l!
Rowy_56|Njeje wupu#ca, Krabato!
Rowy_57|Ma#c bud#de ch#etro p#laka#c.
Rowy_58|Ja #ce rozt#l#o#ku!
Rowy_59|Ty njekni#komny wu#komniko, ha#nba w#sitkich m#lynskich!
Rowy_60|Ow jej! Lute kos#ce!
Saal_1|To su wobrazy m#estow w Sakskej.
Saal_2|To su wobrazy m#estow w Sakskej.
Saal_3|#Swarna rumnos#c! Zaw#es#ce dl#e#sa ha#k 60 metrow.
Saal_4|Halo! Wid#di#s mje hi#s#ce?
Saal_5|S#c#enu sobu wza#c njem#o#zu!
Saal_6|S#c#enu sobu wza#c njem#o#zu!
Skica_1|Aha, to wupada ka#z skica woporneje #skl#e. Tak, ka#z na rysowance Kulowskeho fararja. To bud#de so Dinglinger wjeseli#c.
Spaniska_1|Wona p#rede mnu steji a rjeji.
Spaniska_2|Wokno z k#otwicu.
Spaniska_3|Tajki wulki #spihel!
Spaniska_4|Sym tola #sikwany kadla.
Spaniska_5|Rjane r#o#zi#kki.
Spaniska_6|Zady njeje m#o#zu so schowa#c.
Spaniska_7|To je 5 tolerjow.
Spaniska_8|N#ekajki dokument w njerodnym rukopisu.
Spaniska_9|N#etko mi w nosu #loskota.
Spaniska_10|T#on njetrjebam.
Spaniska_11|Nimam chwile za tajke w#olbernos#ce.
Spaniska_12|Trjebam k#otwicu, zo bych z wokna zal#ez#l.
Spaniska_13|Tak rjane kw#etki sk#oncuju!
Spaniska_14|#Spihel njerozbiju! To p#rinjese njezbo#zo.
Spaniska_15|Tajka cyplkojta #z#onska. Su w#sitcy wum#e#lcy tajcy?
Spaniska_16|Huch, hdy by wona jeno#z kusk mjel#ki#so by#la.
Spaniska_17|Tajkeho zmija nicht#o njep#re#ziwi!
Spaniska_18|G A M E   O V E R !
Spaniska_19|Wodaj#ce pro#su, ma#ly zmylk techniki.
Spaniska_20|Hod#dinu pozd#di#so ...
Spaniska_21|Jejdyrko, mi pak h#lowa brun#ki. Ta ma m#oc lawa a h#l#os ka#z kakadu. Wona s#lu#sa do coologiskeje zahrody, na #zadyn pad na jewi#s#co!
Spaniska_22|Aaa!
Spaniska_23|Pomoooccc!
Spaniska_24|Sym drje chuda d#diwad#delnica -$ale wzmi#ce sej pjenjezy na blid#de!
Spaniska_25|Wostaj#ce mje na pokoj!
StareWiki_1|W#on ma to#lsty brjuch.
StareWiki_2|T#on #k#lowjek #ci m#o#ze bjaka#c.
StareWiki_3|W#on n#e#sto p#redawa.
StareWiki_4|Pro#su jara, tw#oj wosu#sk. Njech #ci zes#lod#di!
StareWiki_5|D#dakuju so!
StareWiki_6|#Sto chce#s? Njewupada#s, jako by pjenjezy za tajke droho#cinki m#e#l!
StareWiki_7|#Sto? W hrod#de? Znaje#s h#lowneho stra#znika?
StareWiki_8|Njeplecho!
StareWiki_9|Hdy#z tutoho pjaneho sr#ebca wid#di#s, potom jeho na to dopomni, zo dyrbi hi#s#ce ku#ku za swoju stra#zu zap#la#ci#c.
StareWiki_10|A p#richodny raz njech njep#os#cele tutoho stra#znika, ki#z m#o#ze jeno#z #fStop! St#oj! #Zadyn p#ristup!#F praji#c.
StareWiki_11|Z nim so #spatnje wikuje. T#on wbohi kadla je najskerje p#redo#lho we w#et#riku sta#l!
StareWiki_12|Ty m#eni#s sakskeho Archimedesa?
StareWiki_13|Zahrodnik, tak w#on prawje r#eka, Dinglinger, P#pppelmann a Permoser - to su #zenije d#densni#seho #kasa.
StareWiki_14|Maja wizije. A ja #ci praju: Za 20 abo snad#d 50 l#et bud#de tute m#esto cyle hinak wupada#c. To bud#de europske kulturne srjed#di#s#co w architekturje, molerstwje a hud#dbje.
StareWiki_15|A ja abo m#oj syn telko korejtow, wozow a ku#kow p#redamoj, ka#z ... hmmm, ka#z ..., kelko#z t#on ka#spor tamle swojich wosu#skow.
StareWiki_16|Hladaj h#ol#ke: Za#s#le l#eto su na#seho Awgusta kr#onowali na krala P#olskeje. Z tym je nasta#l jedyn z najm#ocni#sich kralowskich domow Europy.
StareWiki_17|A tak, ka#z Awgusta znaju - a ja jeho woprawd#de znaju - chce w#on swoju m#oc te#z zjawnje pokaza#c. N#etko sej wobhladaj rezidency kralow w Europje -
StareWiki_18|Paris, London, Madrid - a potom na#s chudu#ski hr#od w Drje#zd#danach. Tu ma so n#e#sto sta#c! A ty w#e#s, ja Awgusta znaju.
StareWiki_19|Chudu#ski hr#od? To je chudu#ski hr#od? Dyrbju toho kadlu j#onu do na#seje rezidency w Jitku p#reprosy#c.
StareWiki_20|Jeni#kki taler w hrod#de je wjace h#odny ha#k na#se cy#le domske. N#o haj, tajke su p#redstawy m#e#s#canow.
StareWiki_21|Sym Micha#l. P#redawam wosu#ski.
StareWiki_22|Tak s#luchaj! Wosu#sk ze swojej formu je symbol a dopomina na bo#ze d#d#e#catko.
StareWiki_23|Pr#enje wosu#ski buchu woko#lo l#eta 1330 w Naumburgu pje#kene, a spo#katk 15. l#etstotka znajachu te#z tu w Drje#zd#danach tutu s#l#odnu j#ed#d.
StareWiki_24|Z l#eta 1491 je nam wot bam#za dowolene, m#esto z wolijom wosu#sk z butru pjec. To drje je adwentskeho pos#cenja dla zakazane, ale tu w Sakskej d#d#e wolijowcy nimamy.
StareWiki_25|Za to dyrbimy klerusej p#ridatne wotedawki p#la#ci#c, na p#rik#lad za twar K#ri#zneje cyrkwje. Ale w#sako na#s wosu#sk wjele l#epje s#lod#di ha#k druhe.
StareWiki_26|Lud#do d#densa ka#z wr#otni kupuja. Mam jeno#z hi#s#ce wosu#sk z r#ozynkami. T#on p#la#ci 5 tolerjow. Wodaj, ale tu#n#so to nje#nd#de.
StareWiki_27|Wokomik, pohladam.
StareWiki_28|N#e! Jeno#z ma#le d#d#e#ci n#e#sto darmo d#ostanu. Wone su kupcy p#richoda.
StareWiki_29|Chce#s mje mjerza#c? A hd#de staj twojej star#sej?
StareWiki_30|To je w#sitko jara zajimawe. Ale n#etko d#di! Wottra#se#s mi kupcow!
StareWiki_31|Haj, drobjaz w#s#edneho dnja. #Sto chce#s?
StareWiki_32|Na #ko mysli#s? Zaw#erno to njejsu w#sitke mali#kkos#ce. Ale to pak te#z njeje w#sitko, #sto#z #fp#redawam#F.
StareWiki_33|Ni#ko. Mam pak druhe kmanos#ce.
StareWiki_34|M#o#zu na p#rik#lad pismo druhich napodobnje#c.
StareWiki_35|Hej, hej - nic tak w#ot#re. Hdy#z j#onu n#e#sto k napodobnjenju ma#s, to p#oj ke mni. Snano podpismo n#ekajko znateho - to by by#lo.
StareWiki_36|#Zane pjenjezy, #zane pjenjezy. Pytam n#e#sto wosebite. #Sto#z k#o#zdy nima, n#e#sto wurjadne. Hmmm, ja te#z tak prawje njew#em, #sto.
StareWiki_37|Zaso burik z wjeski. Te#z m#e#s#cenjo wid#da rady zelenu barbu.
StareWiki_38|#Sto z tutym #kaporom chcu? Ja twoje dary njetrjebam.
StareWiki_39|To je njepodpisana dowolnos#c. N#etko trjebam hi#s#ce originalne podpismo k p#rirunanju. P#oj zaso sem, hdy#z je ma#s. Dokument sej tak do#lho zd#der#zu.
StareWiki_40|#Sto z tutym #kaporom chcu? Ja twoje dary njetrjebam.
StareWiki_41|Podpismo Awgusta pod jednym p#rikazom. Dobra ideja! Hd#de mamy n#etko podpismo staji#c?
StareWiki_42|#Sto z tutym #kaporom chcu? Ja twoje dary njetrjebam.
StareWiki_43|Naru#kny s#l#on#kny #kasnik! Mama mia, to je #ci droho#cinka. Tysac razow d#dak! #Sto m#o#zu za tebje #kini#c? Praj, #sto ma#s na wutrobje?
StareWiki_44|Podpismo Awgusta! Ty sy mi kadli#kka! Do#kakaj, a #sto mi za to da#s?
StareWiki_45|D#ostanje#s podpisanu dowolnos#c jeno#z, hdy#z mi n#e#sto wosebiteho da#s.
StareWiki_46|Naru#kny s#l#on#kny #kasnik! To je narunanja dos#c. N#etko trjebam jeno#z hi#s#ce pobrachowacy d#d#el k napodobnjenju.
StareWiki_47|Naru#kny s#l#on#kny #kasnik! To je narunanja dos#c. N#etko trjebam jeno#z hi#s#ce pobrachowacy d#d#el k napodobnjenju.
StareWiki_48|To je njepodpisana dowolnos#c. N#etko trjebam hi#s#ce originalne podpismo k p#rirunanju. P#oj zaso sem, hdy#z je ma#s. Dokument sej tak do#lho zd#der#zu.
StareWiki_49|Podpismo Awgusta pod jednym p#rikazom. Dobra ideja! Hd#de mamy n#etko podpismo staji#c?
StareWiki_50|Tule ma#s. Originalne podpismo krala sej zd#der#zu - snano podpisam raz Awgustowe awtogramowe kartki za turistow.
StareWiki_51|Tu ma#s potwjerd#denku. Originalny rukopis krala sej zd#der#zu - snano podpisam raz Awgustowe awtogramowe kartki za turistow.
StareWiki_52|Naru#kny s#l#on#kny #kasnik! To je narunanja dos#c. Hnydom j#on Ha#n#zi pokazam.
StareWiki_53|A m#oj dokument?
StareWiki_54|Wodaj, to sym w hektice cyle zaby#l. Tule ma#s. Originalny rukopis krala sej zd#der#zu - snano podpisam raz Awgustowe awtogramowe kartki za turistow.
StareWiki_55|Sym Krabat. D#d#e#lam jako s#lu#zowny w kralowskej kuchni.
StareWiki_56|Poprawom so ja p#reco pra#sam.
StareWiki_57|H#lowneho stra#znika jeno#z z pow#edkow znaju, ka#z lud#do tak bled#da.
StareWiki_58|Haj, h#lowneho stra#znika hi#zo znaju.
StareWiki_59|N#e. Ale znaje#ce serbskeho Archimedesa?
StareWiki_60|Pow#edaj#ce mi wo Sakskim Archimedesu. #Sto hi#s#ce tak wo nim w#es#ce?
StareWiki_61|Drje#zd#dany - europske kulturne srjed#di#s#co? #Kehodla?
StareWiki_62|Sym so myli#l. Njecham ni#ko kupi#c.
StareWiki_63|Ja sym Krabat, a #st#o sy ty?
StareWiki_64|Tajke n#e#sto chudy #Lu#zi#kan njeznaje. Pow#edaj mi n#e#sto wo wosu#sku.
StareWiki_65|#Sto je wosebite na Drje#zd#danskim wosu#sku?
StareWiki_66|Michale, pow#edaj mi pro#su hi#s#ce raz wo wosu#sku.
StareWiki_67|P#reda#s mi wosu#sk?
StareWiki_68|Nochcu ni#ko kupi#c. Bo#zemje.
StareWiki_69|Ma#ce te#z ch#l#o#s#cenku za mnje?
StareWiki_70|Sym ma#le d#d#e#co. Pro#su, daj#ce mi tola ch#l#os#cenku!
StareWiki_71|W Jitku. Ja sym sam tu w Drje#zd#danach.
StareWiki_72|Dobry d#de#n! Telko drobjaza!
StareWiki_73|W#sitke mali#kkos#ce pak to njejsu.
StareWiki_74|#Sto da hi#s#ce w drjewanym brju#se ma#ce?
StareWiki_75|Kajke kmanos#ce to su?
StareWiki_76|Fal#suje#ce pismo?
StareWiki_77|#Sto twoja s#lu#zba p#la#ci?
StareWiki_78|Symjo za balkonowe rostliny? Wy m#e#s#cenjo!
StareWiki_79|Sym so myli#l. Nochcu ni#ko kupi#c.
StareWiki_80|Korejty! Trjebane wozy!
StareWiki_81|Ku#ke, ka#z nowe! Za k#o#zdu p#rile#znos#c!
StareWiki_82|Korejty! Nic jeno#z za jednoho, n#e, te#z za wjacore konje!
StareWiki_83|Za po#l tyd#denja w Parisu - jeno#z z tutymi ku#kemi je to m#o#zno!
StareWiki_84|Wosu#ski! B#orze budu hody! Wosu#ski!
StareWiki_85|Prawy Drje#zd#danski wosu#sk! Jeno#z tule a do#lho#z dosaha!
StareWiki_86|Wosu#sk - n#etko te#z z r#ozynkami!
StareWiki_87|Drobjaz! Mali#kkos#ce w#s#edneho dnja!
StareWiki_88|Symjo za balkonowe rostliny!
StareWiki_89|Cwjern a jehli#kki za roztorhanu drastu!
StareWiki_90|S#l#odkos#ce za d#d#e#ci - d#densa darmotnje!
StareWiki_91|Pisaj zaso raz - jeno#z z mojim pisanskim gratom!
Straze_1|Woni stra#zuja.
Straze_2|To je kralowski wopon.
Straze_3|Wopon wisa p#rewysoko.
Straze_4|To stra#ze wid#da!
Straze_5|P#red stra#zemi njem#o#zu so p#rewobleka#c!
Straze_6|Stop!
Straze_7|P#ristup jeno#z kralowskej sw#ojbje a s#lu#zownym!
Straze_8|St#oj!
Straze_9|Hej, lud#do, to sym tola ja, Krabat! D#d#e#lam w kralowskej kuchni.
Straze_10|To m#o#ze k#o#zdy praji#c. P#ristup jeno#z w s#lu#zbnej dras#ce.
Straze_11|Stop!
Straze_12|Zaperlot! Tw#oj p#re#cel ma woprawd#de wulki s#lowosk#lad. Hnydom so wr#o#cu.
Straze_13|Stop! St#oj! #Zadyn p#ristup!
Straze_14|P#ristup jeno#z w s#lu#zbnej dras#ce!
Straze_15|N#etko pak skoku, kral so b#orze wr#o#ci.
Stwa_1|Hej, #sto ma#s tule pyta#c?
Stwa_2|Ow, wodaj#ce pro#su.
Stwa_3|Skoku pre#k. W#on njewupada tajki, ka#z zo by #zorta zrozumi#l.
Stwa_4|Z kim r#e#ki#s? Won!!!
Stwa_5|Wopa#kne domske! Won!!!
Stwa_6|#Sto sym #ci praji#l? Won!!!
Sunow1_1|To je #Sunow. B#ech tu hi#zo po pro#senju.
Sunow1_2|Wjes sej rad#so zbliska wobhladam.
Sunow1_3|Ja tola nochcu wjes zapali#c.
Sunow2_1|To je #Sunow. B#ech tu hi#zo po pro#senju.
Sunow2_2|Wjes sej rad#so zbliska wobhladam.
Sunow2_3|Ja tola nochcu wjes zapali#c.
